,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev2,Blank#2_Seg1Ev2,Blank#3_Seg1Ev2,Blank#4_Seg1Ev2,Blank#5_Seg1Ev2,Blank#6_Seg1Ev2,Blank#7_Seg1Ev2,Blank#8_Seg1Ev2,Blank#9_Seg1Ev2,Blank#10_Seg1Ev2,Blank#11_Seg1Ev2,cR8#1_Seg1Ev2,cR8m#1_Seg1Ev2,cR8w#1_Seg1Ev2,cR15#1_Seg1Ev2,cR15m#1_Seg1Ev2,cR15w#1_Seg1Ev2,cR26#1_Seg1Ev2,cR26m#1_Seg1Ev2,cR26w#1_Seg1Ev2,cR27#1_Seg1Ev2,cR27m#1_Seg1Ev2,cR27w#1_Seg1Ev2,cR36-2#1_Seg1Ev2,cR36-2m#1_Seg1Ev2,cR36-2w#1_Seg1Ev2,cR41m#1_Seg1Ev2,cR41w#1_Seg1Ev2,cR44#1_Seg1Ev2,cR44m#1_Seg1Ev2,cR44w#1_Seg1Ev2,cR59#1_Seg1Ev2,cR59m#1_Seg1Ev2,cR59w#1_Seg1Ev2,cR72#1_Seg1Ev2,cR72m#1_Seg1Ev2,cR72w#1_Seg1Ev2
1.07_713.2426m/z,713.2425949568,1,1.0666666667,0,0,0,0,0,0,0,0,0,0,0,6584.8412475595,0,0,0,0,0,0,0,9754.1698226198,1880.1575012206,0,2906.8969726564,21197.341339112,1206.5419311526,857.6537475586,0,0,98499.3665044474,30259.3865746421,13583.9192177646,0,0,0,136131.958245366,18504.9100034996,2494.4195556638
3.64_299.0766m/z,299.0766107876,1,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660.2136230464,7545.2126211115,1343.1923217775,0,0,0,0,0,0,2940.3833007808,2153.2706909179,0,2925.4376220705,918.2347412108,6741.0476837165,5671.345550537,16022.0777587895,421.8766479493,0,0,81224.2712838658,59323.2711057001,0
5.31_329.0998m/z,329.099758367,1,5.3066666667,0,0,0,0,0,0,0,0,0,0,0,5797.2119497192,0,3758.5740661619,0,0,1015.9153442383,0,0,0,19867.7283630375,0,723.7277461771,4421.8724932629,10262.729299764,2668.7501220704,22189.2260589599,189545.588827335,0,0,0,0,0,0,5010.967529297,50149.5873107924,133098.670868455
1.05_695.2296m/z,695.2295844424,1,1.0533333333,0,0,0,0,0,0,0,0,0,0,0,23572.4944191932,2104.8044478747,1181.831298828,106009.735178091,102982.823943119,111155.918544117,0,0,0,2033.4656066894,0,0,14745.8576904461,0,0,0,0,60432.3950876411,25485.6776733398,6154.1837615977,3432.4490356445,0,842.7650451658,4349.5134277337,0,0
5.16_414.1510m/z,414.1509688156,1,5.16,0,0,0,0,0,0,0,0,0,0,0,15904.5432649129,7049.3450931254,14377.5711059564,0,0,0,0,0,0,0,0,1807.4058334671,1994.7816162113,27241.5229195061,1305.4672851561,2229.9912414552,1074.0158081054,0,0,0,0,0,2222.2652158912,194580.640136718,100739.782287598,18003.4286631829
6.28_301.0645m/z,301.064513729,1,6.28,0,0,0,0,0,0,0,0,0,0,0,13974.5732116689,7699.1192626946,5765.0554445607,63028.4452107006,37570.1495381696,6390.4211908404,0,0,0,0,0,0,320.0668945312,0,0,313671.190979003,78360.8255920425,24559.8420105008,7213.6396689325,23970.7423400868,0,0,0,2240.1691284177,0,0
3.92_443.1564m/z,443.1564304344,1,3.92,0,0,0,0,0,0,0,0,0,0,0,563.8833618165,0,1224.5540466807,6205.8633333235,1993.5947123956,2533.2963256832,0,0,0,0,0,1558.5859375001,17661.3470733316,89860.3395996113,78263.1126660626,0,0,52460.5515592509,3431.7654724116,66209.7705078137,0,0,0,968.8043518068,0,0
4.61_239.0589m/z,239.0589188418,1,4.6133333333,0,0,0,0,0,0,0,0,0,0,0,15639.3800659183,972.7124633788,35839.135381776,0,0,0,0,0,0,539284.539021037,423829.189175829,486635.144804043,10743.2542556403,1785.5501708985,11431.1405029301,0,4576.686828613,0,0,0,12400.7724609379,1880.6233215333,4260.7440795901,0,0,0
5.36_533.1071m/z,533.1071298846,1,5.36,0,0,0,0,0,0,0,0,0,0,0,2054.3727264405,0,0,0,0,0,4937.2315196327,0,0,5491.9545898438,0,8994.1672846394,0,0,0,5256.3013610841,908.1803894043,160274.434666036,59331.3301827801,87451.1229940581,787069.732330835,463476.700689118,0,0,6131.0497364112,24479.4487688639
6.11_565.1654m/z,565.1654284556,1,6.1066666667,0,0,0,0,0,0,0,0,0,0,0,60634.123156984,116081.18877509,148658.934522352,11207.717159565,8497.0948181158,1597.5323821426,0,0,0,0,0,0,51347.5333612949,76997.8002319351,36838.2861633292,1036595.27856492,865763.75900818,0,0,0,664.5111947048,0,0,0,0,1998.4087524416
6.28_287.0597m/z,287.0597159319,1,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45573.3572197144,36160.6524713566,16320.2233246697,0,0,0,0,0,0,1242933.36863415,745081.396768302,134464.145233145,1219.2952270504,0,8727.7289428714,645.636138916,3495.2355194095,15128.2183075709,0,2691.9653790791,0,0,5147.8416137693
4.89_471.1735m/z,471.1734539602,1,4.8933333333,0,0,0,0,0,0,0,0,0,0,0,1149462.95219377,720285.377105724,1090074.72437246,2521.4071196191,0,0,0,0,2276.4078369143,0,0,0,2639.1329345703,638.0394897461,0,12393.3581141515,27275.6463012705,0,0,0,3580.6542890664,0,0,7807.5636291505,753.6794221652,5005.5873718259
5.04_593.1562m/z,593.1562413209,1,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490.0136413581,3280.294189453,2284.9571533199,975.200683594,0,0,54506.2144165078,11295.364624024,66547.5967407267,1538.6157347355,0,0,2354116.63646882,2476350.04073862,515004.359558147,197297.029113766,358091.028390692,0,0,0,0,0,0
5.75_549.1642m/z,549.1641721986,1,5.7466666667,0,0,0,0,0,0,0,0,0,0,0,14552.7799072234,1002.7018127442,18129.5155334472,38653.0317707516,8071.8765736829,0,0,0,0,0,0,0,0,0,0,8576950.76339572,8046842.21068926,2331.1468200684,0,0,23971.5572677681,7982.1032104483,0,16870.2791748066,14117.3457641616,38893.6876042553
11.60_564.3352m/z,564.3352415488,1,11.6,0,0,0,0,0,16786.7959909562,0,0,0,0,0,390464.764830406,47504.6879272454,0,138768.552377633,65379.1684777837,0,288962.464754671,340164.602437744,0,325955.680086795,453567.547731754,0,1984338.67891123,2136855.44290056,0,4949.4700012214,0,0,14189.1249519516,0,6995.3008422856,2996.9761917425,0,219548.846263102,50449.7190246587,0
9.04_351.0898m/z,351.0897630082,1,9.04,0,0,0,0,0,0,0,0,0,0,0,1491.3897430144,0,0,0,0,3059.6106262203,0,765.0301818847,0,0,839.216796098,872.2049255373,0,1798.9624633789,904.7527770995,674221.426165228,42235.5020751938,0,1673.2042776056,1845.7109659329,0,333.1239210928,0,0,0,973.1502380373
19.28_212.8849m/z,212.8848545112,1,19.28,45096.9724773085,40475.589995274,38924.1772375573,35295.202074965,37898.564666375,34574.7017837332,29483.1632579062,31112.1795349104,20341.4553527833,27252.1684905732,23898.9379577641,38552.8341231925,28684.222325275,32876.9343570771,31667.611903697,24242.7682850108,27470.4397925468,39464.759646492,24631.7022788292,33880.26486206,36147.916603862,28610.0302256841,30031.2101067944,34390.3551456599,31256.6265198152,40305.9968701739,28983.0725660175,40507.4951842811,35961.0704253782,29762.585904193,31932.2891408433,37441.8622438493,22776.4047312226,31635.5265336735,33637.7934851043,24314.0035121189,30675.4126818694
3.79_477.1356m/z,477.1355716433,1,3.7866666667,0,0,0,0,0,0,0,0,0,0,0,24338.9874771574,17906.4159545889,7005.6282958975,67904.1014404283,14621.5018615715,2022.2451782227,0,0,0,0,0,7092.82396965,0,0,0,8105.0532226566,19772.9958497106,14292.6188354498,0,0,0,0,0,10276.9272766115,0,15119.3815307627
3.45_283.0689m/z,283.0688576103,1,3.4533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4023.0479460374,0,0,0,0,5490.3626098631,0,0,0,0,4740.444458008,14099.0167846679,31120.8455036769,814.3635864257,6193.8673390439,0,0,1994.1715393068,4983.0662049296,7294.8012084962,15007.7569842813,8941.4318937155,5487.8930053712,0
6.23_513.2098m/z,513.2098123705,1,6.2266666667,0,0,0,0,0,0,0,0,0,0,0,7300.0083007814,16426.9842224134,10505.2465209962,0,0,0,0,19513.2091674809,11986.0768220797,0,0,0,10278.0283813471,0,0,1970.1893920898,11510.7019653322,7335.6813049313,3611.6423339839,6420.7301074862,0,0,0,0,1494.4577331543,1188.8721313479
0.97_298.1143m/z,298.1143384285,1,0.9733333333,0,0,0,0,0,0,0,0,0,0,0,5793.3934253233,0,1428.2608795167,3233.058470299,4288.5941772467,0,432.3431854248,0,1703.2117467012,0,0,0,0,0,2682.7053833008,1422.0692138672,1512.846069336,0,0,0,587.6304109288,0,489.261657715,2015.5088500978,0,0
4.01_309.1196m/z,309.1196353,1,4.0133333333,0,0,0,0,0,0,0,0,0,0,0,819.8921227935,0,0,9552.7113748517,11879.0976867679,1591.6182250976,0,0,0,14316.1524047842,4388.429565052,8262.8696645076,0,0,0,0,0,831.0909118652,0,0,21221.0814424402,2335.2053222655,16048.5499267584,7553.1270505256,2807.1681365969,0
5.41_415.1436m/z,415.1436041363,1,5.4133333333,0,0,0,0,0,0,0,0,0,0,0,4311.8651123051,0,9239.4114379885,0,0,0,0,0,0,28096.2599779244,5738.2335353095,16731.3952819481,3571.6699523924,0,3389.7199096675,0,0,18094.9207153313,0,0,0,0,627.8110139791,72073.8624877962,6611.2910156254,28479.6687567228
15.61_568.5018m/z,568.5017566303,1,15.6133333333,0,0,0,0,0,0,0,0,0,0,0,184245.328028441,4240.8589172355,0,144858.67102724,18718.9416503882,0,4051.1185302741,0,0,0,0,0,25346.0738959092,0,0,0,0,133294.644958158,33579.4392763037,0,21242.0554802,0,3134.4006347658,84483.2404586632,7245.4087524403,0
12.72_347.2268m/z,347.226794917,1,12.72,0,0,0,0,0,0,0,0,0,0,0,17436.3749876679,2390.3399658201,0,0,0,0,17020.1146004707,11227.5562159221,0,0,0,0,42561.8443589437,54468.1866042973,16563.1926879873,1749.7006835938,0,4817.178161621,855.0957946777,0,10677.6979947739,1198.5649414062,0,0,5608.0763854975,0
4.76_575.1580m/z,575.1580244587,1,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.5107116699,6175.7981567387,0,0,0,0,100890.90417479,72534.9931640646,81951.0369872992,20287.4694824215,14298.2685546877,17526.7125244119,21205.9971313465,2746.5124511717,15113.9651184095,0,0,0,0,0,3147.4954223633,0,0
1.13_281.0900m/z,281.0899552662,1,1.1333333333,0,0,0,0,0,0,0,0,0,0,0,16406.1947021482,6112.1554859713,10296.0365150888,8737.4831031216,0,442.4595794678,0,0,0,0,0,0,764.0092468262,0,0,7792.8461914065,10015.7696259563,3776.6564636226,0,0,0,0,0,3444.3820800778,939.6388549805,568.247203293
6.52_487.1354m/z,487.1354345113,1,6.52,773.595835155,109.2648617071,0,0,0,0,0,0,0,0,0,156608.261760912,40692.4602813735,202169.585096857,37690.9252929691,192927.850297197,48104.7259950345,0,0,0,0,0,0,25118.8416137708,48068.1867065457,2885.1116333009,0,0,11080.8741455071,10381.9274902343,5808.8777465823,1736.5612792968,0,0,726483.040649747,176186.708629387,9929.1458129881
13.35_355.1608m/z,355.1608121559,1,13.3466666667,2267.8825988769,0,17176.140502931,0,0,0,0,0,0,0,0,349321.247837295,19047.1213989258,0,47488.5999008023,82145.5145874015,0,117825.473878492,53592.8630981468,0,0,0,0,155527.1825831,300601.559826886,87209.1418747295,9078.1773071285,0,109921.237574041,70917.5590209966,0,93251.5621666363,14499.6871643061,0,260540.073506753,143928.761048163,0
19.24_520.9123m/z,520.9123253197,1,19.24,12552.026719195,11737.7053263978,8173.6718139636,6747.8957919673,8251.8115812847,10504.3060963914,7797.0551320341,5004.8769531247,6655.9152033222,6669.4093017587,7695.9829101586,6123.6269303406,8786.41455078,14633.2991091174,7406.5818481448,8763.6558858812,11690.1130428113,8324.5647800519,9225.29650879,11081.5404548947,10146.3733794947,8269.1394558487,9190.020428945,8870.9800111315,11963.2767639141,7357.2398681645,8572.1452258575,6954.8495514827,11255.8694396774,8822.8748997783,9315.9779800248,11114.4607231129,8122.6743164054,12089.1133114079,4614.5092773441,9049.9705527748,7272.7408447259
1.65_289.0473m/z,289.0473076458,1,1.6533333333,784.7344753813,1445.6114685322,0,0,0,0,0,0,0,0,0,8706.1128234861,8353.3529357917,42800.5085601793,0,2781.6044006346,1239.5930175783,0,1063.4727172852,61249.8961423319,0,1398.485656738,1413.3940429687,0,0,49004.5301513664,14898.3872680662,15066.8516845703,0,20041.5025385673,28668.2260874288,0,0,0,9532.4362945558,25545.9471435554,29889.6998901358
5.64_373.1302m/z,373.1301947745,1,5.64,0,0,0,0,0,0,0,0,0,0,0,97126.2347020676,64093.3641449717,84779.4339552457,845.9890441894,0,0,0,0,0,0,0,0,0,1870.0106506345,882.3323364261,0,23693.5317839036,109809.848396401,33268.3717346183,49167.2028019201,0,0,0,80237.2879323381,34563.4655761731,27539.8770751947
5.45_365.1824m/z,365.1824078174,1,5.4533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2144.942718506,0,903.7475585938,0,12757.1178588885,27739.3927612335,30819.4955749525,0,0,0,0,0,0,15862.3764038082,22914.3499755857,4939.3926086423,0,0,0,0,800.5206909178,224248.919366105,52109.7076416003,3823.6594035322
5.91_507.2080m/z,507.2080348806,1,5.9066666667,0,0,0,0,0,0,0,0,0,0,0,2134886.22282903,3352186.42305201,3246375.32336961,125070.109491677,181639.913888724,79418.3979798131,0,0,0,0,0,0,127611.594299318,0,0,0,0,0,0,0,14986.2978363033,20040.3897094732,11372.1622009271,5754.3338623043,66548.3644216953,165369.077975721
6.25_451.1057m/z,451.105737087,1,6.2533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15281.6912231454,6306.6973876952,0,0,0,0,0,665.1003112792,0,0,824.9326782226,0,0,0,202337.639892571,42913.9647216813,110461.027038575,11418.1160716581,19683.9473194235,127519.666625982,13214.3206176767,2574.3026123048,43979.5800296039
4.20_411.1587m/z,411.1586644776,1,4.2,0,0,0,0,0,0,0,0,0,0,0,23646.4342498786,6079.5161132811,14469.8211364739,783.2597351075,0,0,0,0,0,0,1140.8354645011,3231.7474365238,0,819.1242370604,0,0,0,106700.249664306,25617.781982423,93923.0777766496,0,0,0,80092.6949680781,38755.3624045263,31993.9414279485
5.60_502.2283m/z,502.2282555046,1,5.6,0,0,0,0,0,0,0,0,0,0,0,70219.850585938,37280.0698242196,68858.3286743191,15110.9094848632,12561.7843619303,8824.3525390625,0,0,0,0,0,0,805.6768211932,1698.2074320553,0,1825.7179260255,1174.94485483,0,1261.0544265651,0,0,0,0,15406.4547111047,2130.0951232912,0
0.97_242.0544m/z,242.054414387,1,0.9733333333,0,0,0,0,0,0,0,0,0,0,0,8514.6607971192,0,785.761100769,23108.4535827619,12639.5933761603,5805.8758248323,0,838.2212524414,0,264458.90340553,190471.324599695,217269.220861986,0,4430.3305969236,0,0,0,0,0,0,29326.4433898934,11606.5113525387,20801.8479003919,0,0,0
6.15_519.1921m/z,519.1921219581,1,6.1466666667,0,0,0,0,0,0,0,0,0,0,0,97736.1710357658,57708.6464091348,86683.4491577122,1183.6928710938,1507.3943481448,0,0,0,0,0,0,0,0,8286.7268066393,1694.0447692868,0,1497.1980258288,5135.0304260263,705.1487731934,0,0,0,0,6223.7250671394,2723.2290954589,27767.3088465036
6.29_415.1962m/z,415.1962277406,1,6.2933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214087.731497597,220046.80738433,159572.66003384,1007.9606933595,0,0,0,0,0,0,0,0,13778.0746505478,3322.9463192168,8696.7106933594,0,2595.9539794924,14484.6842041012,0,2337.2598876955,46249.339782712,0,4840.737243653
1.00_371.1166m/z,371.1166265839,1,1,0,0,0,0,0,0,0,0,0,0,0,10627.3834680279,0,2561.910736084,85917.0613437198,43163.3701425568,54698.9186007956,0,0,0,800.1340026856,1127.4271850588,5174.860473633,1732.2699279788,0,1097.2009887697,0,0,0,0,7379.837484479,0,0,3084.3453369143,0,912.6936035156,0
6.41_317.0380m/z,317.0379740468,1,6.4133333333,6326.1454917133,3815.8684578432,572.8841382525,2546.1660123934,2117.8077331803,1273.34498933,2857.592360029,1138.7603282488,470.1072989307,746.0565363109,496.9798443797,0,0,0,161279.398650283,38271.3224393956,0,231.0393208892,231.0139240643,18.5504748251,0,0,0,171418.720581059,1320.1125488281,2450.6019287107,0,1695.9157364353,536.4818267821,0,749.1285928619,0,0,787.7182684529,0,0,0
5.27_519.1997m/z,519.1996598847,1,5.2666666667,0,0,0,0,0,0,0,0,0,0,0,237795.838386525,116819.108886717,164727.001852468,0,595.1477414092,3364.371887207,0,0,0,0,0,0,7694.1286621093,1267.9696655273,0,29305.3625706273,26848.6319833086,0,0,0,0,0,0,3462.1007690437,896.5318298338,12388.0516662579
12.16_277.2195m/z,277.2195267785,1,12.16,0,0,0,0,0,0,0,0,0,0,0,102893.126464843,1983.5260314939,0,15934.8871154791,13485.8494808893,0,477972.730402559,244936.693971136,0,0,0,0,15902.2670898455,2381.0378417968,0,0,0,4169.8817138676,2340.1320800783,0,3859.9984130854,0,0,1081.0226440426,2170.3197631834,0
6.25_483.1311m/z,483.131109745,1,6.2533333333,0,0,0,0,0,0,0,0,0,0,0,2807.2402954104,3961.1100930574,0,38894.5058793859,35534.893281124,4838.4462836617,2728.7486572264,0,0,0,0,0,1263164.99860834,758067.431844971,242596.386962884,0,0,7642.0656006376,16935.7278433837,12974.1031288079,0,0,0,0,0,2229.7565612792
6.84_285.0628m/z,285.0628388016,1,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6423.9221148529,0,0,0,0,0,0,0,0,1525.4622802735,0,0,192137.143896496,46452.7591552743,135193.026214596,36920.5270385765,79271.612670895,448.5431518556,0,4446.5412655348,85398.4190382593,12208.9821777351,1429.6409301756
5.11_515.1234m/z,515.1233969928,1,5.1066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273627.98491207,1078677.864502,1009373.72336101,2709.9910888679,38390.6857961208,17565.4304622271,0,0,0,1913.0306091305,0,11385.1680297859,7110.5741577144,0,7189.4982910153,18308.9271850586,4481.6277770998
4.32_473.0223m/z,473.0222531937,1,4.32,0,0,0,0,0,0,0,0,0,0,0,5257.0848586972,1829.14340311,643.5822266853,2552.9246606897,0,0,0,0,0,1177.3328198815,0,0,0,954.4456846145,0,58800.0578584468,70007.1037903972,0,0,822.6420682657,0,2303.5294152226,619.7080535889,0,0,1630.8513262332
6.76_417.1194m/z,417.1194383583,1,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40525.2489157579,69959.9742450784,7846.2481475478,0,11820.571221289,12744.7796743175,0,0,0,0,0,0,1334845.59832198,644338.616290471,899.6928710936,0,0,6389.5065120925,0,8597.9209899911,9833.8084106453,0,2938.6673583983
4.61_502.1057m/z,502.1057068042,1,4.6133333333,0,0,0,0,0,0,0,0,0,0,0,19121.7205103899,1615.0115051271,12519.7706909187,1039.2313232421,1641.0358581546,0,0,0,5326.3516770864,0,0,0,1767.6486043738,0,0,0,0,0,0,0,19629.1421810699,991.6636047363,2498.5695190425,320119.246584221,193719.030857066,369063.630400193
4.31_419.1023m/z,419.1023121716,1,4.3066666667,0,0,0,0,0,0,0,0,0,0,0,1253.318664551,0,963.6060180662,76748.6626587002,1064.7178955079,0,0,0,0,0,0,0,0,0,0,128832.070068358,155148.046652797,3613.9156799319,0,12209.3958577805,23091.4202270519,56999.6042999854,1256.2044677738,0,0,542.6078186034
5.56_491.1620m/z,491.1619742822,1,5.56,0,0,0,0,0,0,0,0,0,0,0,164497.341307499,105529.307716932,147134.257812501,3206.5789734545,3340.188140869,0,0,0,0,0,0,0,0,0,0,0,0,742.9777177193,0,902.2221069336,1189364.53100236,481229.485137938,940031.494714666,11150.8497314454,155307.711403751,79606.2584818209
6.53_505.1055m/z,505.1055019293,1,6.5333333333,0,0,0,0,0,0,0,0,0,0,0,28298.5390941245,601.2528076172,15133.0679855866,1102798.98555697,954010.456237698,222129.731048591,0,0,0,0,0,0,35315.5856323236,9607.9223022463,0,0,0,10475.0808847329,5485.4168701176,0,3972.4465030639,0,0,5721.551574707,0,931.0230407714
5.11_363.1117m/z,363.1116851988,1,5.1066666667,0,0,0,0,0,0,0,0,0,0,0,85426.2727997371,47626.929901121,111043.183390029,0,0,0,0,0,0,0,0,0,0,0,0,856.5809936524,0,51319.6704101521,61509.7804565457,109038.964555696,3601.6456604007,0,130.4490359955,87359.5420379586,44964.2490539539,38260.4988403351
6.16_411.1353m/z,411.1353132394,1,6.16,23.1842118529,0,0,0,0,0,0,0,0,0,0,519.4985981543,0,0,10570.5357666016,6457.2954559328,3969.1203918456,0,0,0,0,0,1158.3886456513,2866.8557728944,0,2348.253235689,0,0,1016391.71797196,407633.915272139,958689.53005938,0,0,0,93424.8821105991,14090.5079193119,25495.524336261
5.45_595.0827m/z,595.0827284474,1,5.4533333333,0,0,0,0,0,0,0,0,0,0,0,6827.6683335114,10646.5872192377,6697.3568115247,5697.5293079419,2747.8170776369,0,504.6418169914,0,0,402164.8484062,182077.00976564,371115.669236996,1062.0607425792,1034.9391479487,0,3092.7583289157,0,0,0,0,0,0,0,0,0,0
5.87_417.1110m/z,417.1109817195,1,5.8666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6872.0671404219,4932.5217590332,22256.6886901856,0,0,0,0,0,0,10695.0933236963,1264.9983170309,10320.416410321,1181757.37233859,1264179.40286016,989.6079220364,0,0,0,0,0,13508.2542724602,1917.9895324707,26132.2728881829
5.25_345.1566m/z,345.1565715487,1,5.2533333333,0,0,0,0,0,0,0,0,0,0,0,45936.1354479383,33941.9029599641,41779.9877134139,0,0,0,0,0,617.8660143442,3606.4963536457,0,1390.6949055315,0,0,0,0,0,524.5339508056,0,863.3247070312,1153.9318237307,1101.3916625975,0,228086.551225631,162413.181514702,3284.2519531246
4.12_345.0879m/z,345.0878536167,1,4.12,0,0,0,0,0,0,0,0,0,0,0,774.618286133,1047.364440918,5693.0850830076,948270.785318022,897482.563169248,494544.490507022,0,0,0,0,0,5465.0966329288,0,0,0,0,0,7000.6212865137,731.3408203125,7740.8516235345,0,0,0,22510.3906503377,17294.4260268614,20978.1020965961
5.73_631.1368m/z,631.1368415867,1,5.7333333333,0,0,0,0,0,0,0,0,0,0,0,11594.1919503847,2272.7323913569,1420.6817626956,4110.1214599606,0,0,0,0,0,1830798.82475829,1527169.40770449,1466401.94340959,12635.471832276,40147.8121595422,43229.3769168826,0,0,0,1273.5184581175,0,19227.9065580443,0,380.5286865233,0,0,0
19.27_328.9020m/z,328.9020185868,1,19.2666666667,14736.6908874512,11623.1040133406,11110.99597168,12189.493548211,14636.5738537268,9115.84492819,8248.0348510749,12688.0729217535,10049.6654052742,9851.5918579098,10864.3148193353,11420.3046264658,12360.9370119828,13621.6208295147,7207.3673407308,11297.6954253591,12454.9700927725,11716.4196472161,11921.01292786,9122.154846192,13881.4711962476,13695.3435582544,11546.9289723766,10460.982674761,14319.9400024412,10532.5130462656,13036.2367553718,13844.7677479237,10987.2929687494,11662.3757934575,12419.3392440759,17268.8241314398,12865.8362327525,10067.4225135002,8729.0824584963,9422.277262315,13536.8191914889
10.12_571.2933m/z,571.2932811793,1,10.12,0,0,3375.0272827153,0,0,0,0,0,0,1251.5370483399,0,667602.026491686,224449.686572365,0,38420.4108658372,156708.419851317,0,83360.3957102893,562775.157809616,0,239502.940169946,226669.103362179,0,1184.0541381832,1257414.28223783,0,22926.372344968,0,0,22165.8952651175,0,282779.579704293,205097.388786278,0,1022664.63159425,327925.117164269,0
4.53_337.0950m/z,337.0949838739,1,4.5333333333,0,0,0,0,0,0,0,0,0,0,0,1249.5104370117,0,2851.2127015354,3750533.38720703,2747594.97608609,1889638.34260734,0,0,0,1509.7035700714,0,1586.1072894729,0,0,12409.7682495121,2297.1115722655,0,0,0,0,0,0,0,17299.8813476547,4730.2015075682,3022.3824470893
0.85_516.9051m/z,516.905147141,1,0.8533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11554.1660143897,9265.4709777839,0,0,0,13310.7155151341,0,0,0,7964.6858983676,0,10724.0346679712,8827.3685545221,2082.7283543548,3678.7371215812,4882.594345092,0,0,0,0,15554.2894897425,7075.5703125008,0
