,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev2,Blank#2_Seg1Ev2,Blank#3_Seg1Ev2,Blank#4_Seg1Ev2,Blank#5_Seg1Ev2,Blank#6_Seg1Ev2,Blank#7_Seg1Ev2,Blank#8_Seg1Ev2,Blank#9_Seg1Ev2,Blank#10_Seg1Ev2,Blank#11_Seg1Ev2,cR8#1_Seg1Ev2,cR8m#1_Seg1Ev2,cR8w#1_Seg1Ev2,cR15#1_Seg1Ev2,cR15m#1_Seg1Ev2,cR15w#1_Seg1Ev2,cR26#1_Seg1Ev2,cR26m#1_Seg1Ev2,cR26w#1_Seg1Ev2,cR27#1_Seg1Ev2,cR27m#1_Seg1Ev2,cR27w#1_Seg1Ev2,cR36-2#1_Seg1Ev2,cR36-2m#1_Seg1Ev2,cR36-2w#1_Seg1Ev2,cR41m#1_Seg1Ev2,cR41w#1_Seg1Ev2,cR44#1_Seg1Ev2,cR44m#1_Seg1Ev2,cR44w#1_Seg1Ev2,cR59#1_Seg1Ev2,cR59m#1_Seg1Ev2,cR59w#1_Seg1Ev2,cR72#1_Seg1Ev2,cR72m#1_Seg1Ev2,cR72w#1_Seg1Ev2
9.20_483.3165m/z,483.3164589644,1,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54950.2385219155,52370.0091237166,0,0,0,0,0,0,0,0,0
7.91_247.1393m/z,247.1393079749,1,7.9066666667,0,0,0,0,0,0,0,0,0,0,0,14801.0146179193,12199.556259342,24403.1963500975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.71_793.1696m/z,793.1695575795,1,6.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413672.87105163,1101769.21538324,634066.479305722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.09_747.1479m/z,747.1479062436,1,6.0933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615645.881119175,749537.03382147,1016770.93058961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.23_967.4653m/z,967.4653155462,1,8.2266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166083.653139671,167617.755620585,0,0,0,0,0,0,0,0,0
4.97_649.1502m/z,649.1501691237,1,4.9733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47374.4173584005,31870.8423013835,60511.2176513609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.32_695.2073m/z,695.2073370991,1,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64768.8995971718,55331.5113525379,0,0,0,0,0,0,0,0,0
8.57_201.1167m/z,201.1166607036,1,8.5733333333,0,0,0,0,0,0,0,0,0,0,0,189811.316844021,85141.1813659695,192153.049310835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.95_743.2531m/z,743.2530967959,1,4.9466666667,0,0,0,0,0,0,0,0,0,0,0,78117.9105834943,34717.8909403802,55925.2307096653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.25_985.4733m/z,985.4732564767,1,8.2533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120370.015892439,123246.717463896,0,0,0,0,0,0,0,0,0
9.33_823.4194m/z,823.41938685,1,9.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113933.095581047,180268.747913877,0,0,0,0,0,0,0,0,0
7.44_853.3930m/z,853.392990373,1,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256419.450245467,382692.779962913,0,0,0,0,0,0,0,0,0
1.05_166.0249m/z,166.0249202262,1,1.0533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15026.5412902826,9969.3674011234,8184.8064727781
8.15_305.1457m/z,305.1456762192,1,8.1466666667,0,0,0,0,0,0,0,0,0,0,0,7568.4177246098,10479.3068847649,14777.4924316407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59_425.2180m/z,425.218002308,1,8.5866666667,0,0,0,0,0,0,0,0,0,0,0,63173.8000807598,39317.6424560538,108530.555320915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.71_396.5800m/z,396.5800316122,1,6.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107296.1881078,88384.3735351593,46966.012865161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.59_514.7260m/z,514.7259828874,1,7.5866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40764.234558107,50900.3560036388,0,0,0,0,0,0,0,0,0
9.61_807.4216m/z,807.421604305,1,9.6133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69896.363642056,114242.317974485,0,0,0,0,0,0,0,0,0
7.40_379.1209m/z,379.1208791304,1,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126051.346893314,82067.4593732901,48761.8165283208,0,0,0,0,0,0
5.88_691.1942m/z,691.1942327756,1,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307782.9029834,1368284.4518127,553625.099853516,0,0,0,0,0,0,0,0,0,0,0
6.05_785.3419m/z,785.3418520288,1,6.0533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37340.1118164083,23719.2220696886,57290.9172134969,0,0,0,0,0,0,0,0,0,0,0
5.64_691.1951m/z,691.1950944105,1,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315573.63793947,210427.875320049,118331.811217995,0,0,0,0,0,0,0,0,0,0,0
4.71_520.1170m/z,520.1170387885,1,4.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151187.935180664,93930.1769409135,229886.205810547
5.60_667.2375m/z,667.2375461126,1,5.6,0,0,0,0,0,0,0,0,0,0,0,20145.6975097659,12251.5278601353,35592.3688676769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.64_661.2804m/z,661.2803673807,1,7.64,0,0,0,0,0,0,0,0,0,0,0,57737.2529884348,22054.0158691405,59235.0899138017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.56_410.6948m/z,410.6948247225,1,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21378.3846053561,24303.0656738293,0,0,0,0,0,0,0,0,0
6.68_669.1901m/z,669.1900932345,1,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83835.3055192942,63774.9408431732,0,0,0,0,0,0,0,0,0
6.80_539.1987m/z,539.1986804435,1,6.8,0,0,0,0,0,0,0,0,0,0,0,15406.1759338372,24224.6256103525,38054.9739379907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.56_381.1214m/z,381.1214333503,1,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119526.328271098,92215.392761232,55077.0627786537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.55_514.2265m/z,514.2264564758,1,7.5466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73230.8291015594,97609.5169532058,0,0,0,0,0,0,0,0,0
4.16_248.1308m/z,248.1307640702,1,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22119.9552001959,49994.4835207769,0,0,0,0,0,0,0,0,0
5.71_599.1499m/z,599.149878792,1,5.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88826.3429331863,26558.9376220699,53962.2141406378,0,0,0
1.08_508.1373m/z,508.1373007277,1,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27082.217224119,38700.3961925309,80164.591657713
5.76_743.0735m/z,743.0734666259,1,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42701.8840332057,20687.9722041059,66707.3582319045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55_233.0680m/z,233.0679544929,1,1.5466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62200.1277139762,192599.756425238,133280.1404419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.17_720.1662m/z,720.1662072111,1,5.1733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378816.155097107,366651.373773913,143386.613082533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.39_701.2516m/z,701.2515913151,1,6.3866666667,0,0,0,0,0,0,0,0,0,0,0,15875.2364501951,33873.8242947307,17580.4367936066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.21_720.6666m/z,720.6665880639,1,5.2133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205660.688371772,217015.495873293,85301.4090196063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.29_975.5530m/z,975.5530126272,1,10.2933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78761.1710898563,19431.0163276284,38668.9628997295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.75_281.0720m/z,281.07203605,1,4.7466666667,0,0,0,0,0,0,0,0,0,0,0,70817.1051869786,18585.4832193367,56908.8539288599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.69_353.3001m/z,353.3000663909,1,12.6933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21704.3261413573,24514.6085777571,0,0,0,0,0,0,0,0,0,7545.2171540025,0,0
0.80_378.8923m/z,378.8922787985,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,8946.8136592176,0,0,0,0,0,0,0,0,0,0,0,0,0,4471.1359077759,0,0,0,0,0,3466.8627929687,0,0,0
1.09_670.1913m/z,670.191272892,1,1.0933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102843.484573418,35159.4631958029,36085.6654357933
5.51_673.2233m/z,673.2233451779,1,5.5066666667,0,0,0,0,0,0,0,0,0,0,0,15531.9885576294,42717.6947021523,34896.3116708261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96_729.0959m/z,729.0958598697,1,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26979.3233882449,41117.8555379985,76642.2849339547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.72_377.1470m/z,377.1470269074,1,2.72,0,0,0,0,0,0,0,0,0,0,0,192622.379437787,88504.4946899428,478022.405884658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.92_777.4183m/z,777.418282267,1,8.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49779.7356884206,107848.512588773,0,0,0,0,0,0,0,0,0
5.95_384.1019m/z,384.1018503988,1,5.9466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65839.3889349385,21689.1419613822,83325.1417846635,0,0,0
5.89_345.5945m/z,345.594547572,1,5.8933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36461.3020629872,46863.7006326016,15076.3765951163,0,0,0,0,0,0,0,0,0,0,0
13.29_815.5083m/z,815.5082981323,1,13.2933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33848.6598286628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126618.385240147,42424.4493698713,0
6.84_267.0678m/z,267.067770769,1,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102323.286215616,43971.797912597,0,0,0,0,0,0,0,0,0
5.08_865.2059m/z,865.2059228786,1,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182105.847892179,181546.114877591,61532.0753173865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.24_864.2003m/z,864.2003204066,1,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112801.633928423,131865.075307863,43641.7652795819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.51_359.1479m/z,359.1479341295,1,9.5066666667,0,0,0,0,0,0,0,0,0,0,0,31362.2246093771,20079.1658945791,10141.8460083006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.31_469.3342m/z,469.3341538245,1,11.3066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599958.442310891,145940.405313375,0,0,0,0,0,0,0,0,0
7.20_252.0435m/z,252.0434624333,1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765.5582580553,40877.909500844,0,0,0,0,0,0,0,0,0
8.37_821.4040m/z,821.4040035725,1,8.3733333333,0,0,5235.0160522453,0,1500.680175781,0,1102.8979187009,0,0,0,0,0,0,0,0,0,0,0,0,0,111978.856302957,88782.7822840963,134294.061816152,0,2887.1149902345,24653.2145996105,5623274.5767998,5990938.6399976,0,6610.7543334953,2384.6552734374,0,0,0,0,0,0
5.41_509.6130m/z,509.6130459569,1,5.4133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278052.325505918,279433.036166791,74546.2384623016,0,0,0
8.07_283.1402m/z,283.1401636136,1,8.0666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59310.94843595,12235.4162312383,38366.8945312528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.92_706.2568m/z,706.2567776529,1,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19283.7864519054,68040.6497302991,47682.2718697663,0,0,0,0,0,0,0,0,0,0,0
6.16_333.1569m/z,333.1568636241,1,6.16,0,0,0,0,0,0,0,0,0,0,0,44756.7307648105,10758.4121093745,46346.5955931673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.08_673.2412m/z,673.2411753643,1,8.08,0,0,0,0,0,0,0,0,0,0,0,102988.321383192,19441.9570821541,59902.8565725456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.16_362.0521m/z,362.052143308,1,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,7018.314605713,0,0,0,0,0,0,0,0,0,0,0,10756.1550292969,0,26410.4332885735,0,0,0,0,0,0,0,0,0
5.84_330.5890m/z,330.5890243869,1,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48144.8369526406,77509.8153874615,18755.1928100584,0,0,0,0,0,0,0,0,0,0,0
5.13_576.6310m/z,576.6310190791,1,5.1333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90494.3206228689,84616.3105468697,27009.8003540074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97_727.0717m/z,727.0716846853,1,5.9733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80512.2741869161,15970.5266723642,64985.9403054682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.27_608.3829m/z,608.3829348701,1,12.2666666667,0,0,0,0,0,0,0,0,0,0,0,44683.7511384703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43566.8168533202,0,0,0,0,0,10722.8491331624,0,0
2.11_303.0193m/z,303.0193332575,1,2.1066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190583.226375813,328382.611167484,1000334.08675066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.84_309.1356m/z,309.1356248707,1,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66015.2649144468,12250.1888122558,37000.1502685557,0,0,0
8.75_443.1977m/z,443.1976962702,1,8.7466666667,0,0,0,0,0,0,0,0,0,0,0,27796.1468811029,55518.7022705098,15211.9206956846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.39_233.1191m/z,233.119118744,1,8.3866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22344.6234130845,5958.9016723637,5991.7660217284,0,0,0
5.92_441.0703m/z,441.070308001,1,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29138.2912597656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6609.4559936521,14926.0737915032
7.43_669.1942m/z,669.1941927187,1,7.4266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60761.447021481,24743.3727840147,0,0,0,0,0,0,0,0,0
6.92_777.1754m/z,777.1753892474,1,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553508.703857421,345357.480661868,79262.4596557701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.51_857.2130m/z,857.213035736,1,4.5066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38520.3529878495,9636.030578614,56087.4170099182,0,0,0
6.61_609.2302m/z,609.2301725847,1,6.6133333333,0,0,0,0,0,0,0,0,0,0,0,133621.826567897,19674.443097077,108597.047420042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.13_239.0572m/z,239.0571543989,1,4.1333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7692.8890991217,14087.4162102793,31625.0704345696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.15_287.0249m/z,287.0248700233,1,4.1466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25478.4633789033,36667.4526367204,124741.603115892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.04_619.2713m/z,619.2713072048,1,7.04,0,0,0,0,0,0,0,0,0,0,0,53044.2880680056,8359.1926879899,40047.1341552711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.35_695.1021m/z,695.1020981445,1,5.3466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34982.3295556447,21982.3696489667,125648.765611492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.05_361.1079m/z,361.1079110007,1,2.0533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40882.7345581064,0,0,0,0,0,8183.5756835932,0,0,0,0,0,0,0,0,0,0,11959.9421691891
7.33_418.1989m/z,418.1989300635,1,7.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28091.1382381042,35159.0407104502,0,0,0,0,0,0,0,0,0
3.81_555.1633m/z,555.1632690863,1,3.8133333333,0,0,0,0,0,0,0,0,0,0,0,10534.1146947473,43407.1114954094,13245.6026362656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.25_539.1616m/z,539.1615962909,1,8.2533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241610.227813715,42019.6829834024,34587.736360656,0,0,0,0,0,0
6.87_629.3216m/z,629.321646599,1,6.8666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9062.9001464847,27259.8043212909,51697.0672252463,0,0,0,0,0,0,0,0,0,0,0
1.97_237.0515m/z,237.0514693243,1,1.9733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14886.0302952109,7821.0528564454,44890.1436767607
5.68_651.2214m/z,651.2214331832,1,5.68,0,0,0,0,0,0,0,0,0,0,0,85405.1849160077,10534.2295532224,64865.0054854279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.47_651.1623m/z,651.1623340749,1,6.4666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109330.646215383,87853.4248892158,18225.4924926758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.84_576.6305m/z,576.6305485166,1,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95854.9880540438,79576.8986345627,16506.3281555161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.88_388.5830m/z,388.5829931901,1,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168261.18710328,100183.56623635,18399.9396972641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.85_465.0850m/z,465.0850035175,1,9.8533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54681.3519897408,11482.6083710488,0,0,0,0,0,0,0,0,0
6.97_535.6002m/z,535.6002453989,1,6.9733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29304.5410023234,187307.220748405,38526.6875523174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.49_362.1081m/z,362.10808909,1,6.4933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33525.8024424666,4729.8359985358,33136.1962317382,0,0,0
4.57_511.0983m/z,511.0982548421,1,4.5733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20705.135253908,4698.0560441674,0,0,0,0,0,0,0,0,0,0,27819.9697265637
4.57_428.6001m/z,428.6000637819,1,4.5733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12389.7371215834,2999.9009399414,27437.7949448131,0,0,0
5.97_624.6875m/z,624.6875424114,1,5.9733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14251.7223205548,156844.503479583,146341.042274395
4.31_252.0325m/z,252.0324818931,1,4.3066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336.9329833985,8887.4318847658,28004.9348144541,0,0,0,0,0,0
1.35_205.0391m/z,205.0390770519,1,1.3466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21484.0762920024,0,0,0,0,0,10025.2784118654,0,0
10.23_369.1667m/z,369.1666746337,1,10.2266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315406.02963527,81023.6338043193,0,0,0,0,0,0,0,0,0
7.93_645.2810m/z,645.2810477699,1,7.9333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10929.3973069125,24382.0961165563,138929.591401675,0,0,0,0,0,0,0,0,0,0,0
11.35_363.2190m/z,363.2189779493,1,11.3466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44890.1450267411,8958.9604644777,0,0,0,0,0,0,0,0,0,3303.8265991213,0,0
12.07_621.4312m/z,621.4311765767,1,12.0666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4807.1261364509,0,0,0,0,0,0,0,0,0,0,0,0,0,57132.2403072792,0,0,0,0,0,68983.6798400851,0,0
6.64_697.2236m/z,697.2236053107,1,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29124.2842667994,37699.7355722792,0,0,0,0,0,0,0,0,0
7.09_459.1351m/z,459.1350557498,1,7.0933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36070.0581050461,34526.2914069997,0,0,0,0,0,0,0,0,0
7.65_539.1606m/z,539.1606204049,1,7.6533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114171.722553884,56348.607482913,6258.6195068359,0,0,0,0,0,0
7.36_645.2825m/z,645.2825221116,1,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6884.8082075785,90083.5908508217,0,0,9379.5131296449,0,0,0,0,0,0,0,0
6.01_415.1318m/z,415.1318080066,1,6.0133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25359.2590397662,2085.0973815918,23687.7627726554,0,0,0
10.16_335.0955m/z,335.0955318637,1,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803054.252579199,33992.8613281258,0,0,0,0,0,0,0,0,0
7.65_379.1208m/z,379.1208262759,1,7.6533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10066.5786132811,188074.675013883,26837.7214342256,0,0,0,0,0,0
11.08_625.3482m/z,625.3481619278,1,11.08,0,0,0,0,0,0,0,0,0,0,0,81846.4333496022,8593.0723876947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539.2172851561,0,0
9.19_777.3928m/z,777.3928072033,1,9.1866666667,0,0,0,0,0,0,0,0,0,0,0,3074.6581473529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12214.7258300787,64214.4062194819,0,0,0,0,0,0,0,0
5.55_582.1777m/z,582.177746425,1,5.5466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10107.9918980327,0,0,0,0,0,0,0,0,0,0,109430.73241011,8119.0084583952,0
7.09_363.1948m/z,363.1948196957,1,7.0933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465751.47356021,38674.9465332009,88570.3201059318,0,0,0
