,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev1,Blank#2_Seg1Ev1,Blank#3_Seg1Ev1,Blank#4_Seg1Ev1,Blank#5_Seg1Ev1,Blank#6_Seg1Ev1,Blank#7_Seg1Ev1,Blank#8_Seg1Ev1,Blank#9_Seg1Ev1,Blank#10_Seg1Ev1,Blank#11_Seg1Ev1,cR8#1_Seg1Ev1,cR8m#1_Seg1Ev1,cR8w#1_Seg1Ev1,cR15#1_Seg1Ev1,cR15m#1_Seg1Ev1,cR15w#1_Seg1Ev1,cR26#1_Seg1Ev1,cR26m#1_Seg1Ev1,cR26w#1_Seg1Ev1,cR27#1_Seg1Ev1,cR27m#1_Seg1Ev1,cR27w#1_Seg1Ev1,cR36-2#1_Seg1Ev1,cR36-2m#1_Seg1Ev1,cR36-2w#1_Seg1Ev1,cR41m#1_Seg1Ev1,cR41w#1_Seg1Ev1,cR44#1_Seg1Ev1,cR44m#1_Seg1Ev1,cR44w#1_Seg1Ev1,cR59#1_Seg1Ev1,cR59m#1_Seg1Ev1,cR59w#1_Seg1Ev1,cR72#1_Seg1Ev1,cR72m#1_Seg1Ev1,cR72w#1_Seg1Ev1
0.99_224.1040m/z,224.1040108,1,0.986666667,3019.445526,4488.378143,6254.963318,4634.667964,7696.089248,6718.149445,11433.84729,10451.51999,10986.98328,9601.434296,15314.59689,5058.083893,32206.88127,26763.49462,43047.8015,48040.85773,38509.89506,1879.869522,7404.367386,1579.100248,1649.771164,8938.808365,2947.996628,3517.994141,5331.889984,1125.992508,6640.551651,5553.844849,16119.77236,24029.06167,23421.11689,5401.653488,17938.95815,6686.745026,14316.85635,18164.46916,21903.28011
12.56_356.2757m/z,356.2756732,1,12.56,0,0,49.5153855,0,0,0,0,0,0,0,0,39332.47052,9023.892029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.95_285.0791m/z,285.0790725,1,8.946666667,666.6161804,867.2678223,0,1634.61673,0,1259.151917,0,1562.690399,1078.981018,1162.277283,3217.764893,3347.572174,0,0,3686.072205,871.190033,831.116394,2593.551666,0,0,0,0,695.6031799,31918.0952,5594.337463,0,103217.7396,110192.791,971.42453,582.5059509,0,807.6932373,1028.968353,0,0,0,0
13.91_411.2990m/z,411.2989838,1,13.90666667,0,0,918.6635437,0,1082.815979,0,0,0,0,0,0,11950.7968,0,0,460725.8586,10066.72522,0,0,0,0,0,0,0,10827.62718,0,0,0,0,2081.544424,0,0,0,0,0,0,0,0
16.69_663.4603m/z,663.4602546,1,16.69333333,228726.6913,216674.4617,208581.7038,222894.2674,221625.0863,213625.8105,279973.161,284250.3759,291564.2269,321580.1379,295174.8916,274419.9216,293480.9259,279572.6595,156972.1016,261732.6344,275002.2074,138570.551,248613.9949,215130.8924,198540.9936,249316.1134,250356.133,172028.9426,274704.2692,255693.4233,248262.4909,236793.9116,256317.8737,266283.3867,242096.8194,272405.0955,264595.1194,250886.1653,120239.2928,248970.5222,253986.6272
13.47_384.3640m/z,384.3640073,1,13.46666667,0,0,0,0,730.4336243,750.218811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361.49225,0,0,629.1844482,0,0,0,0,0,0,0,0,0,0,3847.00792,0,0
14.05_504.3652m/z,504.3652457,1,14.05333333,0.248137137,874.0061951,0,1259.233765,2589.126526,1073.753906,12831.16032,17920.86643,16481.3138,19332.14746,21258.37914,0,13218.9039,14861.87135,0,8923.862816,21540.60468,1624.096191,22631.50971,9297.072403,7395.57135,18295.67296,7463.097009,5606.213623,21096.45575,12278.40747,15741.55532,12329.09293,0,12082.85968,11036.43732,3265.16803,11093.61596,14247.3876,0,13213.82931,11652.4761
15.52_429.0932m/z,429.0932055,1,15.52,75101.3761,6388.373325,60238.05863,2632.03656,0,0,0,0,0,0,0,8746.478982,0,0,14243.1539,1048.367388,0,23660.88271,293.7249329,0,0,0,0,28197.63077,230.8156802,0,93.90412791,0,29920.40679,164.9812308,68.14706072,0,207.1127852,0,1591.288573,290.2447522,0
19.11_559.5217m/z,559.5216904,1,19.10666667,0,3826.358643,0,0,3115.821106,945.2559814,891.3137817,2105.963501,2472.092102,4369.339153,1956.21172,0,3884.387268,735.6886597,0,999.778656,2605.4263,681.7828064,0,0,2462.727478,0,2305.020844,1083.984772,1503.078735,0,4034.218262,0,587.2828369,4876.110718,2912.500223,0,4154.367279,1899.885437,0,4011.715027,3417.023193
11.67_585.3829m/z,585.3828516,1,11.66666667,0,0,0,0,0,37506.89737,0,0,1170.134094,0,760.4569702,667.4105835,531.4707336,831.7454447,225729.2551,102257.2024,0,705.6780396,0,3605.610379,0,0,857.912735,0,0,0,0,1270.355736,0,0,0,0,0,0,0,0,0
19.33_156.9915m/z,156.9914837,1,19.33333333,1493.628647,2673.40346,675.9761353,1715.116547,0,1734.823776,971.9983751,1133.007627,985.4868774,1243.318756,869.8562012,0,1802.499344,856.3552246,0,2389.611023,961.5616455,500.9753189,677.2122803,1474.590859,1607.699341,1200.928009,0,633.1946716,1582.772018,1351.785889,2426.555481,2637.678054,1837.96254,0,990.8975255,990.1698608,1669.719406,1321.237701,1979.934524,1286.219052,1929.759949
2.87_183.9825m/z,183.9825302,1,2.866666667,0,0,0,0,0,0,298.9440918,1251.285278,670.9577784,0,0,0,0,0,0,0,237.8705978,552.9766846,607.3146667,0,604.7504478,0,0,0,639.8808594,0,0,0,0,0,494.0452576,0,0,0,0,0,0
10.63_298.2719m/z,298.271859,1,10.62666667,0,545.8149413,224.5955891,922.0148815,441.8115036,401.6016628,0,0,0,0,222.10462,9201.493731,0,492.9842214,776.6608486,356.948288,0,40403.18003,0,0,0,0,191.506711,0,0,0,2731.517472,0,125376.4785,0,0,426.7940505,0,911.8311538,42879.98358,1119.701479,0
8.79_109.0675m/z,109.0675165,1,8.786666667,1110.312592,4668.415543,405.9227142,1820.137695,12234.59077,12862.81996,1828.078247,1625.976135,0,2721.804443,5461.520355,1885.824714,1082.456985,2771.020981,522.8274841,611.2609406,4402.389801,454.5038147,3354.062492,7274.054429,3090.779663,2099.846222,9805.417202,3850.446335,952.5199051,0,205.6812973,0,638203.2624,638535.0412,367697.1371,213.3569336,1226.813515,2639.063838,21423.78836,5393.473373,2463.707458
12.68_583.3933m/z,583.3932568,1,12.68,0,0,0,0,0,7100.250621,0,0,0,0,0,0,0,0,240909.7132,146126.0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730.00737,0,0
15.24_844.7107m/z,844.710736,1,15.24,0,0,0,0,0,19504.33827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145.908116,0,0,0,0,0,10918.39764,0,0
12.57_311.2532m/z,311.2532011,1,12.57333333,0,2308.470181,589.3632812,0,0,547.0693054,0,0,594.4942932,0,0,0,0,671.7342224,746.234375,4686.637985,0,0,0,0,0,563.5283508,0,10190.59007,11714.92248,0,1515.622742,0,0,7547.229767,0,0,0,0,0,16207.25937,545.5865021
16.68_495.2731m/z,495.2730588,1,16.68,5124.179108,0,0,428.0080566,4267.980378,2412.825393,4824.467595,2991.66131,3295.035702,5116.750408,641.9600435,2149.535709,2990.301271,3559.834199,0,3699.371127,742.7078247,0,3264.610382,755.1445312,0,2536.860168,1602.609802,0,4338.032416,4382.443997,1968.581787,708.8518372,837.3518372,2836.485276,2695.628055,2844.234436,4867.402399,0,963.0280609,2921.753876,3587.586583
19.21_354.9305m/z,354.9305384,1,19.21333333,6135.75029,7547.551396,6923.238628,6514.946594,8885.552039,4621.91925,7417.799805,4756.766066,7340.348997,7159.227081,7589.351929,6070.662201,6181.319157,6693.616055,6433.360847,6447.898193,5899.763458,7744.11054,4171.708604,7651.444662,6574.026886,5658.804291,9541.934099,11188.12388,5168.807109,6904.632599,4608.522186,9067.6738,8118.368314,7343.513171,5492.462158,5794.409292,6187.313055,6959.093665,6985.754659,6354.972602,4907.020508
19.28_334.9115m/z,334.9114936,1,19.28,3436.511597,5261.086624,7830.429328,7551.388214,11111.48166,7415.755859,10698.70079,9603.155354,9909.389068,11277.2738,8926.631498,837.724884,9950.076233,7178.970068,7229.385564,11362.56109,7946.239319,7538.206116,8154.245178,5936.327273,5831.371033,6254.621521,5414.380102,6678.296788,12816.80916,8134.471744,10334.63123,9192.779576,9360.565886,9513.575298,5791.234425,7433.872735,10207.80588,5534.294373,8058.147898,10723.49981,8546.696194
11.55_482.3755m/z,482.3755339,1,11.54666667,0,0,0,0,0,841.7962036,775.7996521,1144.953491,0,0,2167.323456,417.9614258,0,2100.509491,0,0,0,0,1408.913574,0,0,0,0,0,1121.77435,0,0,0,0,0,702.0884705,7248.778596,3659.687744,1060.01535,0,0,0
19.13_283.2193m/z,283.2192866,1,19.13333333,10730.24727,11520.06383,7105.375494,15334.66298,8156.19268,8769.964753,16400.90861,19874.74694,21891.19578,19216.37709,22176.99388,10231.52021,12939.20741,12368.00471,11680.48141,16294.40783,16161.17031,6992.642205,14896.10424,12672.34333,10990.28369,13813.86134,14944.90655,11415.80204,13676.08214,11970.78244,18558.74538,18809.86845,8279.3475,18200.94602,15401.07729,13491.8145,17399.9505,16818.5733,6612.085144,15853.56673,15608.89343
15.48_554.5178m/z,554.5177561,1,15.48,2235.118835,0,0,0,0,0,625.2016907,0,0,832.6474915,0,0,0,0,0,0,0,0,0,0,0,0,0,87570.16207,66316.8865,5511.481812,0,0,0,0,0,177488.1521,81472.69299,20903.1799,0,0,0
13.63_281.2444m/z,281.2443867,1,13.62666667,381.0259253,0,953.1987235,0,0,0,0,685.1334534,0,0,0,0,1251.847595,424.6206991,0,0,0,0,939.2997742,0,0,0,0,0,0,1819.993835,0,0,90601.56979,0,0,0,0,803.2755432,641482.7193,0,0
13.07_309.2781m/z,309.2780896,1,13.06666667,0,0,0,0,0,0,0,0,502.165925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67878.77466,0,0,0,0,0,170025.2647,0,0
12.51_591.3723m/z,591.3723499,1,12.50666667,0,0,0,0,0,178283.0249,0,0,0,15498.74013,0,0,0,0,260716.3426,180723.0177,0,0,0,18172.91293,0,0,0,0,0,0,0,2488.896362,0,0,0,0,0,0,0,0,0
13.69_635.2779m/z,635.2778821,1,13.69333333,0,0,3852.393921,0,0,0,0,0,0,0,0,0,0,0,35435.55615,0,0,0,0,0,0,0,0,0,0,0,0,0,9400.264893,0,0,0,0,0,5097.112396,0,0
12.07_481.3109m/z,481.3109374,1,12.06666667,11414.67508,0,30841.29846,0,1297.921509,0,721.8013306,730.0422974,0,888.0127869,0,2223.836975,0,870.2610474,90902.62852,70457.19153,857.9022827,3952.638718,1586.820095,0,760.3894043,0,0,1179.262573,0,0,0,0,0,0,812.1463318,303653.4381,223000.6779,2110.162659,628.9561157,0,1322.392029
12.53_445.2897m/z,445.2897085,1,12.53333333,0,0,429.1798283,0,0,4170.540405,0,0,0,0,0,0,0,0,107382.7026,32132.82763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.5120087,0,0
8.53_225.0533m/z,225.0533024,1,8.533333333,1586.107422,0,37408.7883,0,0,0,0,0,0,0,0,0,0,0,11506.89154,682.5513916,0,0,0,1034.156189,0,0,620.583252,412.2981873,0,0,0,0,0,0,0,0,0,0,0,0,0
13.64_235.2377m/z,235.2376786,1,13.64,0,0,0,0,0,0,650.552807,582.8148095,0,0,1151.438968,0,0,540.8206177,0,0,855.1003632,0,0,0,0,0,374.7494014,0,0,0,763.9068929,0,2208.725815,0,431.2452395,0,0,883.5364038,32213.0177,0,0
15.21_537.3979m/z,537.3979284,1,15.21333333,0,0,0,0,0,0,1547.068845,1552.164151,1581.768534,1170.895861,1187.770537,65358.69656,6405.405478,0,1380.912903,720.4211605,3428.979137,0,0,0,0,1128.974072,0,0,1018.099589,0,0,1251.988,492.9741664,1250.552441,0,0,834.8424122,1277.90011,0,1184.062405,0
13.59_465.3376m/z,465.3376464,1,13.58666667,0,0,0,0,0,418.2100677,0,0,0,0,0,0,0,0,130590.0356,36747.40195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.49_569.3885m/z,569.3884587,1,12.49333333,0,0,0,0,0,148231.5759,0,0,0,3901.914093,0,2888.859283,0,0,834163.5213,340592.9492,0,0,0,12420.53903,0,0,0,0,8114.678375,0,0,750.0282898,0,0,0,0,0,0,0,0,0
15.60_531.4143m/z,531.4143391,1,15.6,46928.37621,10729.96962,8935.027588,18562.00202,25898.24722,25177.38882,38745.59473,39061.29062,34867.34804,44185.86529,46937.3354,3939.34955,36858.05964,42496.83889,1292.765015,32353.34951,47806.21522,10595.88217,45031.02793,33031.50106,25420.18655,44720.51027,36094.03648,20166.8836,39149.46313,32012.54625,43282.24304,37055.63667,8179.694649,39998.17664,36803.79093,19658.28626,44362.96711,41110.63405,8626.375824,37488.30377,42013.07314
9.23_110.0260m/z,110.0259766,1,9.226666667,0,0,0,0,2099.002145,1182.487705,0,473.4315186,1632.013626,644.7676392,671.849231,488.0092621,514.1425476,656.9242249,0,0,1967.990082,0,425.0941162,1256.257675,457.3358612,0,4622.71283,647.6125793,0,0,0,1262.07856,1837.731173,691.9949341,803.7507324,0,0,967.7230835,684.8488888,227.1289673,0
18.85_223.9886m/z,223.9886474,1,18.85333333,0,0,3239.576781,2653.895735,2217.844894,570.8966675,458.2712039,898.7352249,589.1178284,635.0094604,954.7431786,0,1520.439513,840.3017883,0,442.9057922,0,0,2680.227285,738.3138428,1930.681834,792.5802002,428.4625244,1719.538922,1157.383972,0,613.1500549,2530.435298,548.0901642,1558.493088,421.8041534,1653.479701,1126.531586,2635.919183,552.9499817,733.977878,1974.642679
11.64_391.1938m/z,391.1938212,1,11.64,2538.276886,0,322.945431,0,751.2767334,655.909729,0,0,0,0,0,612.3577881,765.693634,0,1264.571655,0,0,8178.657593,8736.167053,0,0,0,0,534.452301,0,0,103063.3594,0,0,0,0,1546.191628,0,0,0,0,0
16.79_515.4195m/z,515.4195258,1,16.78666667,45809.0056,0,0,0,0,0,0,0,0,0,0,155250.5394,3347.829463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.28_423.4559m/z,423.4558715,1,17.28,0,0,0,0,0,416.1010378,0,0,0,0,0,0,0,0,0,0,105193.8907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.56_291.9975m/z,291.997516,1,19.56,32931.34163,36396.21754,33908.66277,29059.86769,30287.22439,24715.40421,29088.26222,22149.83344,15323.15932,17628.71766,15041.15544,28847.08138,13604.36127,15833.33206,33190.91423,18159.70357,22625.07672,27566.13905,21569.84457,28122.26157,31073.16366,18593.43738,33168.79204,27179.03399,23385.0767,27153.10473,16253.27937,30600.60714,25740.80426,23732.07078,26424.84833,28085.97198,21493.64836,26292.88607,25318.80819,21579.90431,21857.49551
3.93_185.1262m/z,185.1261667,1,3.933333333,0,0,0,0,0,24.19692714,163.0701539,15.51192017,92.26318237,253.5409819,34.12880648,0,0,360.0476227,0,143.1383414,0,0,23860.0585,9970.122589,0,0,659.4917908,0,0,0,38.0070389,523.4156342,0,0.290856383,0,0,0,360.5088411,0,0,59.64804624
10.27_359.2232m/z,359.2231656,1,10.26666667,4643.239697,1032.791616,0,5461.711686,3513.585205,7168.41448,5573.307118,4773.664401,2425.98777,5942.049218,5037.846154,3879.456326,2532.816776,6076.763169,66337.7325,3642.803467,3104.915539,2366.625193,2009.747789,2780.706536,2762.107105,4791.580434,5603.986739,955.2845362,1267.694489,2233.93204,1476.131042,5541.964336,60768.28441,3844.61505,7770.730168,0,0,1624.071908,2808.498447,5352.017351,1091.548445
13.95_391.2863m/z,391.2862839,1,13.94666667,46486.17951,44163.69482,33859.68765,45701.21365,46966.57314,30041.58866,57610.60983,63335.42402,61210.68267,66328.15513,68032.05712,41030.85713,61165.08138,65489.7427,7555.60965,44140.27688,67937.37226,32577.78957,61021.36598,51187.16895,41741.59516,49691.00865,55458.68757,43899.09215,61095.20423,57062.93974,65470.78688,61466.31335,27686.43063,68555.91214,62735.37815,33679.119,52996.3513,70208.03617,36066.00301,62972.28172,61709.39521
19.85_149.0229m/z,149.0229424,1,19.85333333,56408.6839,57007.94384,38509.74132,40756.0807,46788.14632,38565.28473,42755.58597,44286.3147,32936.873,41862.30416,39561.09565,39612.39605,37884.46502,38071.20532,32560.24946,34978.79586,38336.3448,34956.55078,44728.05688,38897.82888,41693.00941,41094.8987,42197.69692,41407.8286,38781.60242,44413.37475,39991.3822,42152.64696,50099.83065,38271.69593,38570.76115,39833.1172,46154.76072,40247.10104,38880.05912,43226.56531,44085.88201
11.19_385.2079m/z,385.2079468,1,11.18666667,40267.6705,0,157238.4597,0,767.7382202,0,0,1230.451782,0,0,0,0,0,0,18843.71847,3339.311385,0,0,0,0,735.3821411,0,900.1209412,0,1878.367065,0,1505.011414,657.7934265,853.2454834,1083.56369,0,0,1214.286621,954.5044556,0,0,0
12.87_627.5400m/z,627.5399869,1,12.86666667,2900.242126,2039.763245,0,2323.246826,0,0,3991.614759,896.5352173,3686.512817,1372.469543,751.3062134,1640.389487,0,1653.04364,0,2808.467163,1056.765625,10835.51589,4082.043539,2819.794631,1285.803833,3072.029439,0,1797.242004,12357.65451,0,2921.853023,0,0,0,2164.993042,3093.654663,995.7062378,2120.871155,0,1807.456238,3228.71637
12.29_607.2954m/z,607.295394,1,12.29333333,0,0,0,0,0,49683.01971,0,0,0,26198.05441,930.7165527,445.0206299,0,0,370002.6433,473660.5403,0,0,0,0,0,0,0,0,0,0,0,0,57843.59723,52423.39691,0,0,0,0,91670.75299,72574.16531,0
15.88_468.3883m/z,468.3883134,1,15.88,0,0,0,0,0,0,0,0,508.4725592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10651.89967,0,0,0,0,29218.71321,0,0,0,0,0,0,0,0
14.19_440.3431m/z,440.3431344,1,14.18666667,246205.0137,41941.62938,416669.3038,41413.33087,59031.92791,21801.00399,90876.99282,87737.47381,94661.37379,95051.9226,98935.76889,115842.8417,71025.04401,101650.5205,22173.53705,107533.8726,107571.5994,20514.01851,104016.3384,71451.51115,38263.89151,82114.37535,64099.16583,145378.0233,108401.9873,101001.4825,167017.5522,83802.24357,44286.28663,85355.26246,91901.7875,23054.30863,64438.24818,103771.4264,58046.93626,85943.94434,88693.80999
0.99_217.0638m/z,217.0637688,1,0.986666667,2037.665372,365.6085157,0,0,757.2136082,1103.174145,0,872.1155116,0,0,521.3990785,995.4141846,0,3891.12326,3993.261353,12201.1542,9740.952821,0,0,0,0,1627.158281,0,0,0,0,24195.39389,20210.37949,0,514.4155655,850.5016785,0,0,1225.542053,0,0,1705.138306
16.79_223.9901m/z,223.9901442,1,16.78666667,1188.919891,2118.28485,5306.384655,7895.742987,8780.782613,5797.271222,2075.208572,1005.880875,1257.123718,2480.714325,6170.674719,1779.460471,2620.281082,3642.633118,610.4550171,1937.380403,1519.159668,1240.037964,4938.021417,3611.211092,9741.713923,5009.979542,3502.876152,2149.477434,5372.97342,2969.654327,2644.669723,4504.273285,4574.591476,3640.783585,2697.609726,2263.152246,5302.577011,3201.79512,560.6530151,2994.137384,2872.240158
13.53_411.3630m/z,411.3630089,1,13.53333333,0,0,0,0,258036.9628,279340.5164,0,0,0,2320.208313,0,9132.003305,1274.302803,0,19105.32197,6064.702072,0,0,0,0,279805.8346,0,0,0,0,0,0,0,104186.1949,0,0,0,0,0,101885.8107,4839.53208,0
13.47_459.3244m/z,459.3244453,1,13.46666667,1140.707642,0,0,925.1903992,3049.036041,1616.810455,5309.013184,4548.188141,2567.417053,4260.412018,2203.688531,0,3286.646393,5798.573486,0,6408.373505,1767.636658,622.696106,5755.889751,0,2481.471313,0,3027.772949,1226.285156,2187.272644,2454.671814,2054.974121,4056.346924,4415.335368,13414.81427,2518.455212,684.7562866,4424.475525,0,871.292572,4097.710419,2513.551361
11.47_439.2586m/z,439.2586455,1,11.46666667,0,0,956.5744324,0,14463.53861,0,0,0,0,937.9505005,0,60306.745,24653.16019,0,19881.81326,56985.1635,0,0,0,0,0,0,0,0,0,0,137424.3806,0,0,0,0,0,0,0,0,0,0
14.05_459.3108m/z,459.3108208,1,14.05333333,110493.5527,131876.2853,95099.27432,131178.7017,137824.4172,103263.8782,179295.0026,186060.6554,176053.6024,188068.4318,179854.3211,109056.4664,157537.3465,179763.3287,20276.54404,135847.1975,186977.5558,104847.8138,182028.3568,160953.814,121933.6751,159790.6545,160831.0427,125151.303,179974.5551,183837.5662,142816.0809,160068.1387,80441.3598,158242.1449,166708.5728,128167.1974,153328.0642,180351.2672,68879.36027,163399.6392,175174.5017
13.45_284.2659m/z,284.2658953,1,13.45333333,663.381958,1547.272583,445.3103943,767.5812683,0,0,0,2924.111816,1919.644777,2655.291107,2321.420384,4255.793549,0,1774.990601,498.878067,281.5581055,1972.18042,0,2365.805695,1176.235535,568.9143066,1661.687339,2480.335709,0,0,1826.625183,503.0639496,1526.589661,1760.173782,0,0,745.4953918,0,2303.146713,63215.46286,37463.06458,0
6.85_255.0670m/z,255.0670189,1,6.853333333,1908.440369,0,0,1231.655823,1975.636414,850.2926025,0,1764.94426,944.8927917,0,816.9474487,2404.772675,1308.261536,2468.545227,1063.492996,2641.576691,0,0,0,0,0,0,0,4765.522274,36213.17224,11848.36325,246335.9633,181225.4643,0,0,0,0,607.6552734,1249.0495,303.305603,0,1588.309204
11.24_355.2711m/z,355.2711393,1,11.24,1384.862732,34.56026045,3900.102146,11.61277503,0,0,0,0,0,0,0,0,0,0,1890.461815,473.2973596,0,0,0,0,0,0,0,224208.9215,367.0142508,0,2062.133239,0,825.9239502,0,0,0,0,0,1715.850793,0,0
19.24_362.9212m/z,362.9212281,1,19.24,1571.337334,808.6328786,441.8200989,0,2277.807648,1106.871643,3036.481612,3114.150044,2193.425787,2153.739498,2012.777029,0,1700.688665,4669.423715,1346.612616,3924.575177,2234.158046,1611.154358,0,4395.81013,2198.432962,3124.905537,1696.206673,932.7626038,1954.31916,0,2629.498815,1655.974426,3092.151573,4348.434494,1945.527985,2180.254883,4716.348083,1593.566223,541.1426697,1638.482666,1937.093933
14.20_465.3875m/z,465.3875093,1,14.2,0,2879.414154,890.5010986,3010.911194,2296.048264,1902.457188,5685.382501,7072.293518,6387.202515,6649.240442,6098.983226,7786.233484,3246.453247,7416.512224,0,4426.266771,4750.918528,0,4523.926361,1054.883514,2042.0896,2125.950369,2629.041016,5088.946879,8135.998388,8602.349625,834.7911072,4579.824097,2530.434121,5035.334139,2780.2453,4460.600959,2156.653656,6796.254826,2486.548065,8431.198599,1034.846741
19.60_247.9352m/z,247.9351732,1,19.6,0,2636.265625,1694.55381,606.3227997,606.2336731,2635.133232,2357.643707,0,2683.974454,2917.93343,3886.54688,554.8240967,0,0,2916.26593,2266.739164,0,1756.05162,805.7713623,402.0335541,1747.739899,2608.087142,356.8633728,1621.793951,1093.783264,1427.17569,1039.176331,1911.668732,1908.083128,2668.791384,2484.997837,2202.318325,3201.831072,0,1564.790358,2386.958212,0
12.19_372.1098m/z,372.1098253,1,12.18666667,8857.581085,0,54355.02232,0,0,13.60807918,27.52247049,0,41.57219203,0,0,0,61.47955076,18.77126374,0,1354.814765,86.77071505,186.2594627,3613.638862,0,0,0,14.59267048,212.5946015,1359.641201,44.17360025,6283.20174,0,0,0,0,78.89315133,0,0,0,0,23.1771711
19.49_169.9783m/z,169.9783213,1,19.49333333,21438.85168,20547.08176,26391.86812,23547.35606,28785.80562,28487.66075,25104.78241,15447.90854,19262.39569,20945.44074,23812.46313,28214.1637,19104.88903,20138.00303,27449.54038,21715.55281,15128.02973,23097.35115,19534.40626,25100.61156,26526.27642,16707.86261,20225.86743,26001.42177,19942.69591,18652.72675,17906.76181,22159.51257,25153.86411,18528.09046,15254.78816,27991.29461,21788.62153,20884.54107,25189.99266,20596.90495,14208.09368
12.93_551.3772m/z,551.3772034,1,12.93333333,0,0,0,0,0,1038.884277,0,0,0,0,0,0,0,0,109458.8689,15581.60362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.25_437.3400m/z,437.340049,1,15.25333333,1302.679443,0,0,1164.632751,2008.036072,636.4226074,4492.557528,4962.509269,2783.032822,1788.544006,3472.452332,0,1700.396713,1937.485748,914.8330078,3531.17641,3876.642225,0,4518.009842,0,0,4755.191605,4594.036376,0,2632.393585,5675.066358,1743.860453,2315.078323,2118.681793,1655.275635,3104.214417,684.5510254,2358.713135,2463.293427,0,2699.549561,4237.626967
12.13_623.3616m/z,623.36158,1,12.13333333,0,0,0,0,0,24803.56561,0,0,0,0,0,0,0,0,53895.28932,39796.98093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.52_623.3626m/z,623.3626129,1,11.52,0,0,0,0,0,0,0,0,0,44839.51276,0,0,0,0,37427.91358,147589.3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.05_347.1771m/z,347.1771347,1,14.05333333,11937.51239,12298.16912,7056.796386,13718.78435,7090.167883,8183.087675,17540.51115,12741.41453,15395.51899,15279.74573,17824.95155,9712.665613,12996.52957,17335.90042,1929.167175,10503.07584,18484.25115,7479.419373,17455.71036,18047.29999,10041.227,13665.38518,15915.10694,9759.518933,17826.05545,16612.8546,13375.74863,12069.37055,3965.150942,14418.98032,17944.76599,9507.679875,11916.25755,20159.85211,3533.0578,12235.72749,15836.03226
11.55_542.3976m/z,542.3976368,1,11.54666667,26300.9039,23368.78915,13202.44662,30113.65481,29253.97438,23847.69305,37878.23065,33427.31734,28733.26241,33728.07376,37398.39705,62478.16475,27360.57088,32860.13592,11242.2657,15878.18477,28015.75815,60818.15209,85869.01622,32292.71466,100280.1648,118391.1847,28518.39325,221654.7517,241977.2905,28455.3334,9412.971928,29923.95644,18367.60703,30841.412,29001.01942,19614.27645,20872.69077,30445.06183,47434.3941,37581.19428,30640.10146
8.73_251.1679m/z,251.1679366,1,8.733333333,1545.224823,509.6626129,8361.104624,0,0,0,0,0,0,0,630.781189,1492.65921,0,0,1634.54097,2951.276978,0,0,0,5992.342325,0,0,0,0,0,0,0,334.6342316,0,0,0,8797.136932,2715.92511,1197.41571,0,637.6382446,0
10.04_225.1835m/z,225.1835414,1,10.04,0,0,1208.535739,0,0,0,0,0,0,118.2576464,0,20401.9032,9155.821653,658.7628479,0,0,0,0,0,1349.203014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.36_520.4447m/z,520.4446898,1,16.36,1920.085075,1115.165588,0,2536.982956,4898.600464,0,2735.437378,3619.939056,6249.595289,4814.983428,2527.841797,11327.9953,1849.179932,5721.753235,0,2204.327637,8369.955266,0,3445.108093,3339.840393,2104.880195,3832.889465,7672.789124,495.5531311,4722.136383,5962.784424,3393.513794,4189.440002,0,4305.726013,3107.989868,406.3162231,4677.058411,7495.957855,0,2278.686532,6363.668206
12.28_623.3584m/z,623.3583841,1,12.28,0,0,0,0,0,18811.61667,0,0,0,1032.465057,0,5584.899704,4478.362457,0,38188.08243,34058.88568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
