,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev1,Blank#2_Seg1Ev1,Blank#3_Seg1Ev1,Blank#4_Seg1Ev1,Blank#5_Seg1Ev1,Blank#6_Seg1Ev1,Blank#7_Seg1Ev1,Blank#8_Seg1Ev1,Blank#9_Seg1Ev1,Blank#10_Seg1Ev1,Blank#11_Seg1Ev1,cR8#1_Seg1Ev1,cR8m#1_Seg1Ev1,cR8w#1_Seg1Ev1,cR15#1_Seg1Ev1,cR15m#1_Seg1Ev1,cR15w#1_Seg1Ev1,cR26#1_Seg1Ev1,cR26m#1_Seg1Ev1,cR26w#1_Seg1Ev1,cR27#1_Seg1Ev1,cR27m#1_Seg1Ev1,cR27w#1_Seg1Ev1,cR36-2#1_Seg1Ev1,cR36-2m#1_Seg1Ev1,cR36-2w#1_Seg1Ev1,cR41m#1_Seg1Ev1,cR41w#1_Seg1Ev1,cR44#1_Seg1Ev1,cR44m#1_Seg1Ev1,cR44w#1_Seg1Ev1,cR59#1_Seg1Ev1,cR59m#1_Seg1Ev1,cR59w#1_Seg1Ev1,cR72#1_Seg1Ev1,cR72m#1_Seg1Ev1,cR72w#1_Seg1Ev1
13.36_575.3914m/z,575.3914363,1,13.36,0,0,0,0,713.3480225,2973.392273,0,0,0,0,0,0,0,0,41738.91145,15288.39725,0,0,456.1999817,0,0,0,0,0,0,2055.793121,0,0,0,0,0,924.6965637,0,0,4283.905975,0,0
15.79_577.5262m/z,577.5262306,1,15.78666667,0,0,134.1237755,2124.228924,0,58239.78092,0,0,0,0,0,0,13880.18527,0,1018966.562,0,797.703949,0,0,623.9340174,4034.03241,0,0,548.1427002,676.423645,0,0,0,0,0,0,0,0,0,773.4873352,5122.908234,0
1.47_149.0244m/z,149.0243778,1,1.466666667,7780.405046,9366.854134,5080.055258,4421.172644,9438.455291,6035.492907,8014.417306,10130.73354,4813.557987,6902.23519,8545.57935,2306.462017,4719.186743,3554.248419,4001.869673,2138.649923,2747.991712,3545.159636,9253.248034,140472.2301,5759.121342,4135.790365,4191.55806,7464.357843,3689.969394,45925.55767,3712.504694,3163.811525,5831.187757,4306.552606,18667.49392,5731.801975,3844.528949,1435.78389,4977.688934,3462.569994,17609.08079
9.33_391.2753m/z,391.2753415,1,9.333333333,3740.316559,0,0,0,0,0,0,0,0,0,0,0,0,0,3971.189606,4508.659811,0,0,0,0,0,0,0,0,0,0,0,0,1281.720016,694.1519736,0,1370.712538,0,0,0,0,0
14.45_419.3162m/z,419.3162364,1,14.45333333,4507.558111,5443.595082,1039.759401,6228.629211,4615.919586,6658.130798,9115.650238,17449.43094,15960.80933,14012.19379,18075.3526,16444.2545,10459.35049,10699.95251,2733.061127,13628.64413,17059.59418,0,18396.65361,4347.5672,1441.175354,9592.523743,7986.585327,2570.020386,10647.74701,11502.13913,9756.970123,9996.353099,20350.63801,19220.2672,11041.25429,7527.232407,13337.31946,11506.76678,1599.568359,13610.04352,6622.609589
14.83_517.3558m/z,517.3558253,1,14.82666667,0,0,0,0,0,0,0,0,0,0,0,0,73150.76367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.33_683.2638m/z,683.2637974,1,5.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73579.84473,0,0,0,0,0,0,0,0,0,0,0,0,0
16.92_633.5121m/z,633.5120832,1,16.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71504.41766,0,0,0,0,0,0,0,0,0,0,0,0,0
14.59_657.4379m/z,657.4379112,1,14.58666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51815.71722,0,0,0,0,0,0,0,0,0,0,0,0,0
5.80_656.2077m/z,656.2077232,1,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95304.89727,0,0,0,0,0,0,0,0,0,0,0,0,0
6.11_433.7304m/z,433.730432,1,6.106666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36723.68161,0,0,0
14.59_549.3949m/z,549.3948528,1,14.58666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83464.25323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.80_657.2345m/z,657.2345472,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57002.86523,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07_461.2001m/z,461.200141,1,3.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63361.71793,0,0,0
6.63_194.6189m/z,194.6189365,1,6.626666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34885.6524,0,0,0,0,0
11.25_396.2785m/z,396.2784801,1,11.25333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54779.16699,0,0,0,0,0,0,0,0,0,0,0,0,0
13.33_679.3526m/z,679.3526288,1,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,91480.43771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.37_336.7099m/z,336.7099451,1,5.373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25335.66153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.41_414.3250m/z,414.3249968,1,11.41333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73873.98212,0,0,0,0,0,0,0,0,0,0,0,0,0
15.91_670.5695m/z,670.569528,1,15.90666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50399.51245,0,0
6.12_393.7198m/z,393.7197652,1,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27718.20331,0,0,0
7.01_627.1795m/z,627.1794564,1,7.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49015.28564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.51_737.3605m/z,737.3604623,1,12.50666667,0,0,0,0,0,0,0,0,0,0,0,0,98760.49536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.49_191.6162m/z,191.6161814,1,3.493333333,0,0,0,0,0,0,0,0,0,0,0,54017.59003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.31_321.7159m/z,321.7158523,1,11.30666667,0,0,0,0,0,0,0,0,0,0,0,27435.62787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.63_282.6586m/z,282.6586299,1,7.626666667,0,0,0,0,0,0,0,0,0,0,0,29084.6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.64_541.1753m/z,541.1752836,1,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43969.8512,0,0,0,0,0,0,0,0
4.91_266.6503m/z,266.6503122,1,4.906666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44542.72476,0,0,0
6.64_255.6544m/z,255.6544145,1,6.64,0,0,0,0,0,0,0,0,0,0,0,27916.53207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.83_329.6286m/z,329.6285923,1,4.826666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31695.40283,0,0,0,0,0,0,0,0,0,0,0,0,0
6.20_435.7694m/z,435.769354,1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26962.23236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.28_476.2729m/z,476.2728933,1,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93014.24435,0,0,0
8.88_298.6808m/z,298.6807518,1,8.88,0,0,0,0,0,0,0,0,0,0,0,31265.22525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.33_667.4645m/z,667.4644747,1,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62031.82388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.67_629.1905m/z,629.1905144,1,7.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138980.5782,0,0,0,0,0,0,0
11.71_613.3897m/z,613.3897301,1,11.70666667,0,0,0,0,0,0,0,0,0,0,0,63619.17865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.57_612.2143m/z,612.2142593,1,6.573333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116290.1987,0,0,0,0,0,0,0,0,0,0,0,0,0
4.69_313.7029m/z,313.7028906,1,4.693333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30906.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.60_241.6610m/z,241.6610347,1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26567.16028,0,0,0,0,0,0,0,0,0,0,0
12.75_480.3425m/z,480.3424572,1,12.74666667,570757.4273,9324.030618,1215450.237,15051.21701,12066.78207,12627.87487,18283.52849,43032.3227,27281.86694,17982.50548,35737.35889,338096.0298,86141.95746,41691.61914,127251.8279,86368.37775,24645.80474,21260.6994,71851.41566,15748.88906,3602.688629,21272.1405,26839.13602,2297.043396,48476.45258,76267.99951,17981.48657,14006.00749,5533.269653,24375.38972,23723.44927,394101.2188,274129.3681,30787.54058,8481.854191,33047.2779,19792.35225
12.35_585.3835m/z,585.3834723,1,12.34666667,0,0,0,0,0,47150.0557,0,0,630.7785886,8564.651141,0,1676.947632,0,0,583273.414,603040.2068,0,0,0,754.7443237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.48_205.0222m/z,205.0221854,1,19.48,2730.298599,6572.806429,5070.785786,3763.555865,9487.122673,7357.596977,9067.25563,3289.462357,5075.74009,3741.412369,7305.219074,1884.934982,6081.758441,4166.433825,4191.805481,3689.210656,1849.132629,899.6147461,497.2360077,8549.885473,5375.560074,7530.525799,4256.577356,8101.531077,5410.384298,4215.331498,2942.845963,4551.399704,7327.242159,8341.441942,5499.599792,6770.795876,10300.40483,3965.389533,6690.806784,6183.702133,3926.538609
18.59_559.5255m/z,559.5255275,1,18.58666667,0,298342.719,117471.8626,167273.4354,143524.1482,105936.0202,177245.8986,224984.1517,233766.4074,246605.2131,240921.1998,46665.41739,172508.7242,186696.4786,11977.73709,200013.6383,222689.6584,1889.277588,182874.2649,88287.95307,134795.6469,146190.2288,158706.031,102082.0752,191896.2394,161571.0392,217350.6233,166798.2268,98693.56132,203197.8382,192973.8578,59530.69324,199331.5333,186028.7209,543.5431519,210062.356,205259.9272
15.92_597.4947m/z,597.4947347,1,15.92,0,0,0,0,0,0,1706.8755,0,0,0,0,0,0,0,0,0,0,70131.46877,0,0,0,0,0,0,0,0,0,0,0,0,0,20731.39404,1622.156158,0,1840.081421,0,0
19.20_223.9915m/z,223.991499,1,19.2,19317.84869,20671.00384,19451.47775,21900.23882,27186.839,26747.16895,24255.21855,23244.71632,26562.4252,27775.19052,23244.58755,21715.86897,22533.77694,24726.33673,21861.27341,26500.76342,24761.70637,25099.35965,24998.76706,21020.84676,26080.49609,23187.05756,24229.23631,28880.16105,19178.03689,19074.39951,26075.87565,22662.13252,21539.75804,25637.98194,21676.86707,19908.56655,28905.78243,19125.86316,17653.39882,25663.02056,21242.76259
10.43_395.2353m/z,395.2353275,1,10.42666667,7765.783347,5844.428482,1106.948456,0,0,0,0,0,0,0,0,366.1421356,0,0,0,1224.917526,0,1072.559204,0,0,0,0,0,13723.11334,3648.924286,0,196153.8707,0,1385.744385,4319.882629,0,0,0,0,0,1412.681763,0
12.16_607.3687m/z,607.3687398,1,12.16,0,0,0,0,0,28651.12093,0,0,0,901.4405212,0,0,0,0,155011.4719,171253.7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.53_224.0039m/z,224.0038718,1,19.53333333,13667.43303,13788.30709,16200.32733,17040.20543,18867.30559,14543.54394,17157.71637,17151.74621,19148.08814,18678.02202,18298.70367,16382.57069,17177.62934,17704.15316,15659.63007,14335.18543,14389.42741,12374.61692,15752.57473,17648.76065,16048.18656,18398.89881,13851.75347,16553.58459,18966.93213,13191.76324,15605.54566,14691.59145,16209.86261,17841.13234,16523.51366,16579.66019,18879.10936,16108.15966,16199.75064,19319.48482,18772.91444
11.49_399.1850m/z,399.1849686,1,11.49333333,0,0,0,0,2308.827801,8247.70533,0,0,0,0,0,0,0,0,6781.627421,2469.698442,0,0,0,0,3073.962269,0,0,0,0,0,106365.9809,0,4369.536742,0,0,0,0,0,0,983.653067,0
13.35_418.3271m/z,418.327125,1,13.34666667,200.6564427,248.2205291,176.2647609,0,0,0,0,721.3145142,0,0,0,8323.299731,1533.307434,0,0,0,0,0,619.0667419,0,0,0,870.4043274,0,0,0,777.0688171,0,2414.551392,1091.896545,760.239624,0,0,0,16048.56706,33663.76324,0
12.41_387.2118m/z,387.2117714,1,12.41333333,0,0,0,0,0,12782.19397,0,0,0,0,0,0,0,0,102856.401,51754.3893,0,0,0,0,0,0,0,0,0,0,60313.95204,0,0,0,0,0,0,0,0,0,0
18.73_438.4638m/z,438.4638192,1,18.73333333,0,0,0,0,0,0,535.5695213,429.2970836,909.0609774,491.8304698,0,0,0,0,0,0,0,0,416.1335449,0,0,0,0,0,341.9974595,968.7820036,1322.449629,0,0,0,0,0,0,0,72697.92963,1347.518399,0
19.64_464.8923m/z,464.8923341,1,19.64,396416.6929,431891.8931,381410.4107,383553.3721,325336.7641,303339.458,262026.763,231515.4224,213232.3662,209881.4939,195892.3821,295334.1912,212108.1754,226784.3402,283663.109,208830.2573,238934.3369,369113.0031,236359.5934,248952.8847,352659.9218,223264.9307,254653.8084,342246.3149,215944.8838,240897.7861,226165.7264,258046.5817,327594.8765,220510.9069,244226.7548,293106.1908,221592.2565,235596.6409,286916.4851,219254.9663,222759.8653
16.81_575.5039m/z,575.5038919,1,16.81333333,0,0,0,0,0,488.34375,0,17295.70264,0,0,0,16523.1906,0,0,6053.530151,0,0,0,0,0,0,1235.556213,0,0,0,0,0,0,0,0,0,21786.32188,1332.199036,0,8309.682648,976.1772766,0
13.36_265.2474m/z,265.2473811,1,13.36,0,0,719.267472,0,0,0,2769.564828,3150.931351,2023.130785,652.3896484,674.3655146,15507.46897,0,0,0,1323.052856,0,45487.47111,13362.585,0,0,0,0,115473.5449,203856.4165,20179.33978,0,0,21769.31844,2323.058669,0,257.3037342,532.2127551,0,467418.6577,219632.2436,0
12.56_411.3478m/z,411.3478047,1,12.56,7595.945572,6231.578664,1055.329834,0,1564.178722,1458.251785,0,4114.261688,1022.509552,1115.009521,2274.841694,30844.085,18630.87173,3101.583191,32885.56408,13360.92632,3083.218552,0,1246.825958,4114.473145,0,4758.497498,3833.799469,1807.059662,1478.236893,750.2711182,13342.35153,1730.187881,6378.603516,2194.059448,1761.924377,0,0,0,53035.3773,39602.61348,1841.832092
14.37_541.3661m/z,541.3661324,1,14.37333333,0,0,0,775.4364014,1300.163513,1530.92746,606.1854858,4374.960477,5289.517578,1503.876953,3045.801605,2104.224548,129178.3417,1831.582062,52079.59912,3453.846489,0,1043.997559,1720.159821,1164.776917,2151.717957,1326.793213,777.8165894,0,0,904.6715088,3324.931091,0,1554.667589,4092.346344,1406.439575,868.2644348,2025.320011,2420.796478,0,1361.103882,4178.868853
19.28_181.0249m/z,181.0249293,1,19.28,24669.58828,26265.69631,26235.01758,28770.61835,33704.50278,30362.52958,31811.65403,33866.37747,30897.78325,35805.33769,35070.46693,25445.51382,27519.42362,28973.81958,27552.95616,32106.01492,25589.29862,27333.76105,30263.06409,31311.71802,32836.63072,30297.81218,29471.47985,29308.4482,35234.89133,26732.63308,29875.00405,30452.41427,33559.86466,33258.69762,26499.67493,25897.51251,31333.61553,29919.0755,29843.11798,32976.66452,28440.59149
19.60_368.9074m/z,368.9073904,1,19.6,21775.80875,39475.62586,43491.64274,40413.92825,41749.44021,43522.72541,44281.10919,32282.58059,33862.4069,32312.74169,28264.67014,38589.69324,30727.16206,33501.29688,34401.84255,31898.84524,30444.27195,39580.49472,36438.50314,38646.25912,48313.26551,36561.52402,32328.09078,42658.66107,28726.8903,25577.66542,23990.44285,45461.43453,47418.55342,31844.23801,33350.42259,40897.75074,36578.63721,31765.91071,37468.13682,36917.87293,36165.73246
10.52_233.1511m/z,233.1511284,1,10.52,40297.74811,17315.4037,80561.84382,13970.12181,17627.67259,16062.13507,17544.84489,22398.12774,22390.07587,20965.77078,17317.63127,125529.9049,103656.3377,35024.48169,12610.40366,40039.45964,17979.08817,13483.99451,17717.30352,15549.77911,13723.01755,18454.05968,14834.61916,9220.623472,15738.99184,18156.25057,2756.439846,17638.44709,12006.25851,18411.93499,16895.44684,3213079.547,3114390.036,1063643.617,7366.504761,16930.72807,16688.96461
15.25_682.6477m/z,682.6477056,1,15.25333333,0,0,0,0,0,81761.33488,0,0,0,0,0,8983.076874,0,1137.925232,0,0,0,0,0,0,8234.579346,0,0,0,0,0,0,0,8510.589503,0,0,0,0,0,46004.7814,0,0
12.47_469.3100m/z,469.3099903,1,12.46666667,1184.750977,2107.004211,843.2894592,1995.756087,4986.09678,8828.79443,2069.95663,5992.884962,9767.336736,6622.465949,9176.212326,1524.798004,8027.99346,4492.978027,2655.873608,5572.443059,4578.010498,0,7717.687012,7699.965526,6199.916885,6194.409125,8286.169725,1438.18573,8364.925573,4948.762817,1628.123332,8839.368509,0,8748.559392,7195.605997,3223.317291,7952.529095,9365.382673,1814.25397,3208.471445,6437.063894
10.65_299.0704m/z,299.0703779,1,10.65333333,0,1023.275024,2256.421509,1593.822601,691.4535828,808.0186768,0,0,0,0,1159.472076,616.0095804,1786.683411,622.2413025,2109.537831,753.2665526,0,1179.097289,0,850.9070129,0,0,618.3635864,970.1994188,0,0,79308.88754,0,7261.816037,0,0,734.0271682,0,1887.462097,7334.446584,3026.550481,0
12.24_482.3293m/z,482.3293443,1,12.24,0,0,1273.845154,881.9780884,0,795.2395935,0,846.4737473,0,1540.752563,0,184566.021,0,0,6673.078223,14410.95676,0,17697.76495,0,0,0,0,0,0,0,0,903.9475708,0,0,0,0,16514.23164,12042.8398,0,0,0,0
19.61_415.9097m/z,415.9096893,1,19.61333333,44209.23423,70886.39898,81357.56645,82520.88891,92414.11036,73758.39024,78829.88606,67996.09236,56699.55083,48572.77132,62970.55154,68099.29587,64035.97329,51443.37888,65432.02932,53485.04695,65215.06821,92481.05754,57750.09048,58493.98011,81720.81766,64594.83022,66610.64557,82146.6303,58000.22761,64863.24109,62523.79407,71487.5087,85466.81644,60306.38982,62914.70832,81275.669,76852.28611,54728.29306,80994.75865,65160.44964,59531.37788
13.25_607.3088m/z,607.3088104,1,13.25333333,0,0,0,0,0,32102.01141,0,0,0,0,0,0,0,0,1121150.897,88307.27686,0,3631.286629,0,0,0,0,0,0,0,0,0,0,25520.93542,0,0,0,0,0,0,0,0
2.69_159.9661m/z,159.9660657,1,2.693333333,0,2610.47053,0,0,1986.115677,6137.212635,2419.793663,4952.028484,4246.313416,0,1906.729882,413.4686356,0,310.5488739,0,955.7969971,1237.14621,0,1264.73291,2554.792496,0,0,0,728.5977478,1428.680172,1853.859245,0,974.8924866,2513.199677,1211.519577,3001.066589,0,0,327.2150726,736.9814453,2569.872314,570.2386169
19.29_184.9848m/z,184.9848205,1,19.29333333,20900.85958,22569.71908,25700.07073,26381.88411,24630.37253,29956.76125,27380.29919,17106.88808,17344.52106,24031.45094,16931.5333,26675.14809,26109.92323,18575.84957,24288.9995,24190.98755,14399.48231,25945.64215,23126.1333,18217.65131,26154.15333,22375.14808,17834.82734,25704.48956,21876.37141,25723.20082,24355.45133,20654.61248,30481.412,20553.03994,19474.68615,25245.93085,21322.52534,21458.65853,25195.55331,22935.13178,15372.42984
8.39_285.1124m/z,285.1124346,1,8.386666667,0,458.3794098,1048.478022,1525.618896,2740.485145,0,0,1465.190824,1764.989594,0,4037.386368,52509.83142,22898.60928,31095.66067,8561.89784,3258.318634,0,0,0,0,0,0,0,17888.31836,890.8406677,0,24047.55315,887.0077743,910.8215485,520.2838302,0,66688.85213,380055.3656,331026.3987,0,1029.992096,0
3.67_194.1176m/z,194.1176056,1,3.666666667,1398.50415,3666.945648,8301.834616,6214.727546,5663.504242,4859.784729,3200.403458,7220.826752,4211.024231,7543.116241,10686.20024,0,10036.141,10100.01692,6365.231644,9397.925296,9106.049934,0,10373.0348,7847.989929,3235.035217,9529.15058,6749.070792,4303.15625,5508.051544,8286.148137,14143.97167,18692.05392,4450.790043,6764.717529,3009.886719,997.9216919,4624.467468,8712.035346,12274.99852,8627.734636,8236.369868
9.60_229.1531m/z,229.1531129,1,9.6,0,0,0,541.3223572,0,0,0,747.2425232,0,0,0,0,0,0,459.2220612,314.4641571,0,0,0,10550.80247,0,0,0,0,0,0,0,0,0,0,0,6813.918503,6857.592468,0,1001.684937,0,0
11.01_297.0746m/z,297.0745612,1,11.01333333,761.9743042,0,8639.287046,0,0,0,0,0,0,0,0,1190.996575,0,0,173.8350947,574.985199,0,0,0,0,0,0,0,0,0,0,170709.6727,0,144.4722553,0,0,0,0,0,335.7773321,0,0
17.31_668.6286m/z,668.6285797,1,17.30666667,0,0,0,0,15661.67938,16161.06059,0,0,0,0,0,11082.87389,0,8000.930145,8740.683594,0,0,0,0,0,93898.67218,0,0,0,0,0,0,0,4958.766846,0,0,0,0,0,11880.28867,0,0
13.77_341.3022m/z,341.3022491,1,13.77333333,165834.9337,138012.5601,69445.18991,91138.79287,101808.318,92350.42359,115315.8545,133295.3931,123130.5685,132819.0394,129667.8708,58652.47574,118419.6462,126041.3982,9038.662876,98903.18823,135759.4556,94651.4478,138438.4165,113784.5253,88772.5249,112278.8411,115168.4042,312668.5761,226295.9497,123842.9636,106327.6872,112786.2212,66444.61837,112240.4414,120123.5322,87884.67262,112025.5565,123400.4859,65283.36583,113861.4706,118482.2163
13.52_551.3782m/z,551.3782009,1,13.52,0,0,0,0,0,814.3245544,0,0,0,0,0,713.8167419,0,0,168538.7263,66909.07761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.88_397.3830m/z,397.382963,1,14.88,0,0,7803.251663,1134.899841,389135.4036,472396.3934,74852.11209,0,2935.220413,33151.92613,59767.10805,5069.282028,0,0,407332.5813,51238.98292,24437.23649,8002.474022,0,1076691.615,324859.5704,4324.170837,9228.525604,532387.7151,92675.13923,6821.699188,3272.097528,0,88179.1735,0,684.0771484,171367.9084,34009.91645,0,569783.7558,21583.30266,103478.3504
17.89_136.0256m/z,136.0256233,1,17.89333333,1663.19603,1476.036469,1918.597661,2980.862296,0,1114.546432,586.9126892,0,0,1149.995668,0,0,0,1102.106033,605.8483276,1131.1073,0,211.609108,507.4933167,1463.095523,703.6134644,720.2332627,1986.941528,0,377.8605652,469.7398682,391.2670746,0,0,1151.263275,488.8278046,0,0,0,348.2417145,366.331192,452.1171722
13.77_667.4644m/z,667.4644264,1,13.77333333,0,0,0,0,0,601.8271509,0,0,0,0,0,1114.164607,0,0,0,0,0,70499.72302,0,0,0,0,0,11022.2693,0,0,0,0,0,0,0,0,0,0,0,0,0
7.72_285.0761m/z,285.0760568,1,7.72,1457.277267,943.9198956,0,0,1523.617729,1462.732935,0,686.5051789,466.9930886,0,580.5134324,3899.727702,0,2981.398611,5776.067543,8694.012488,0,0,0,0,452.6659706,0,0,9430.726682,2256.612762,0,221041.3883,135978.7608,0,0,0,0,0,0,912.2954593,0,0
1.00_166.0615m/z,166.0615172,1,1,0,0,31435.13019,0,0,0,0,0,0,0,0,0,60.12796675,0,0,0,346.8316911,0,1107.517611,741.6695099,0,0,0,294.7004547,0,0,0,0,0,0,0,0,0,0,565.5941925,0,0
19.52_250.9706m/z,250.9706092,1,19.52,118219.4677,123570.9333,112970.0529,110630.8225,121488.7907,120658.1137,105326.7047,95952.37373,87655.79803,94106.96569,96957.22514,110422.4838,93070.99061,99616.97237,117475.5569,94296.5609,100404.5995,106666.6617,96883.71404,112725.2028,115396.5908,95061.77254,106180.5247,120245.3494,101352.9959,109624.7387,93806.70709,109033.0623,120191.5044,100465.0322,110018.3497,113821.0136,88073.74081,102487.0754,119557.467,92852.88145,98144.72629
12.49_501.3255m/z,501.3255303,1,12.49333333,0,0,0,0,0,16809.11994,0,0,0,0,0,5218.225906,0,0,114290.2976,51410.62489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.8037872,0,0
10.07_322.0880m/z,322.0880381,1,10.06666667,0,0,22661.40247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.9237366,0,0,0,0,0,2784.040787,0,0,0,0,696.6174541,0,0,0,0,782.7324219
1.04_184.0599m/z,184.0599388,1,1.04,920.76411,0,1220.684357,867.5632094,629.6112434,161.0209961,1531.678418,517.457962,1123.515393,693.1812496,518.9804993,0,983.3033905,463.9746094,3817.568237,9446.999268,7315.662624,552.5456848,1140.483566,0,0,0,0,11842.52731,19780.92878,10242.45151,1376.291748,484.8893433,66056.34657,59142.21466,56685.59814,0,0,0,1441.829698,1761.801926,661.5459747
19.29_226.0101m/z,226.0100636,1,19.29333333,12419.20368,11579.4633,11081.18765,10557.78061,14115.28418,12254.70249,17584.51511,16040.96378,15087.84622,18500.47452,19925.83202,9907.018875,15047.34479,16234.92154,11761.67615,14908.33555,15720.7954,9545.360967,16730.46815,15093.03863,15213.54175,13740.16921,14597.66121,12002.8851,14838.22567,10084.19793,15793.66582,12971.85512,15339.2563,17347.723,13791.5292,9435.361907,13123.19067,14016.32473,11754.43138,17259.95322,16555.3408
9.69_195.1064m/z,195.1063817,1,9.693333333,0,758.3356323,24171.65844,0,643.9318542,0,0,901.844635,0,2740.548767,0,0,3202.138229,1700.051117,600.3632507,692.5343781,0,0,2054.179871,0,0,699.0342407,0,0,848.5696564,0,0,0,701.3157654,1458.161148,0,1924.45474,2315.485749,679.0149231,1703.299255,1598.767914,979.448822
9.85_285.1437m/z,285.1437347,1,9.853333333,0,2084.427216,386.0978394,0,0,580.9674072,0,637.7131348,713.0068359,2423.855743,987.3479086,0,0,1236.939789,80850.71906,104238.9091,2299.601562,0,0,0,0,0,0,8339.044617,942.375061,0,11376.08959,0,0,0,0,29030.16878,0,1093.791809,2275.550385,0,2028.278365
