,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
8.88_351.1793m/z,351.1792512112,1,8.87665,1192.1343641458,0,828.716684447,5289.1392012601,55155.8102427605,58329.8293620378,31044.2539846302,87089.1394130809,159213.04946325,98674.4168880998,64189.9376694904,63328.8904886821,353793.386248933,42132.8819775581,80282.7885379085,54039.9335622542,72584.8495167389,75649.467904788,93063.5622130266,608448.168014456,167387.424804379,188664.272508673,114885.002891084,134221.943109054,24209.4249863545,54684.5280573146,168139.489258922,157282.480275304,94563.0028037043,102688.254959492
1.67_231.1519m/z,231.1518589948,1,1.67065,0,0,2880.6197078464,10731.6257209779,212350.085994906,90584.0080222474,253509.138764688,94032.9385528258,101479.04451388,73460.1637805402,1045336.54335484,25537.7079595735,75970.0486279839,79958.7756212361,82321.0648703707,169697.551959958,92732.1409247661,16763.9268096134,16348.2403915974,124269.742489475,180502.57236461,500049.797440027,20265.4767457734,36343.6752429842,34571.6601068518,22260.2683873032,33359.3767705819,463540.220930788,80775.6015089791,127659.996908499
4.44_188.0940m/z,188.0939767277,1,4.4389666667,0,0,183.4673461914,1229.4446324758,932148.048824077,503510.306439122,1217729.32575024,2754447.53777414,2741034.60157734,1176550.87048121,2993299.49241628,2488270.2614796,4022619.26510807,694218.097821285,595115.292188264,715487.631147363,5406902.05467934,6416287.61953512,8479686.74587982,1173177.96248419,1491269.33192295,785901.154266355,1013486.22572011,1181213.88678123,8958658.98600665,4384567.1524469,8655099.78690986,1958983.07948823,1410404.62793771,2553094.3295952
2.66_294.2033m/z,294.2033033799,1,2.6593,956.8894023895,206.5695569905,73.2517712892,0,1324048.08496656,380780.961160168,1239749.90900363,2272853.75160014,2385380.29009941,1084467.22159044,27715.4206472052,50373.6849258325,66108.7678371327,3050433.22468021,3611857.16158603,6259935.16757544,10119.2891663355,25453.721620687,11058.4301751319,565186.303981666,788880.553320557,98979.3149699683,61602.6071228649,142663.982807361,380483.480698277,306111.906785274,737994.039952158,4391083.1601138,3618191.9754068,5628502.96928602
5.93_102.1003m/z,102.1002532828,1,5.93285,90170.5073242178,1212.8153149444,3933.8875765032,669.1078593182,0,0,497.7490796407,0,0,0,486.319677162,352.5291209455,1284.2349075164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.95_291.2482m/z,291.2482163855,1,8.95355,0,741.6267384536,4115.0207366943,11043.6352815909,278459.080968043,337341.295074847,257551.876883358,738274.56085459,1570969.47947746,220805.559163784,193356.35869734,287464.779476321,1216191.95306419,30142.5945172597,64145.7937294213,47383.0552648278,137531.700338982,113116.84162718,118545.242719776,40419.6438211304,170261.565143778,631613.204910935,534004.703590599,703061.814808794,296308.21383292,35034.2152267805,231347.361637027,228198.902297255,199151.195228496,321181.008998792
3.03_284.1702m/z,284.1701567069,1,3.0328,0,337.794989871,1232.018454093,0,484449.100152691,168484.891225449,530123.31481855,33340.31754476,26747.40898268,10186.9681519964,547.8602404626,10177.4026029686,434593.877781521,12764.9274494707,64845.6977641021,108560.663601348,32136.1670196344,41434.7005069443,638999.167715731,110723.141286411,156005.946020501,13782.8606355135,10705.9502645118,171292.133957941,59781.5524205396,881.5381317139,442616.632974922,26820.3952538181,12697.7591423499,599437.48367309
1.03_182.7612m/z,182.7612401201,1,1.0335333333,0,0,0,2891.0867434774,28615.9014934851,44703.9734519294,7320.0665283202,30588.4921087121,101140.298120769,39222.1565897294,12911.9683859214,35698.7515805094,33916.2003173827,66613.6167333837,197512.90534916,93635.4042685923,44586.1236476761,33199.2832154009,58614.4521761137,157509.311576563,110392.763164413,3957.5941816268,28297.6832986659,0,53355.8519845827,81477.9640216482,59885.7355868095,50402.2434352084,130475.813535878,79118.0719720906
4.44_205.1696m/z,205.1696246205,1,4.4389666667,0,413.9237365723,875.8124597944,0,439345.087436776,84254.1741943343,384331.253026963,714692.562336856,618022.225269436,213367.95261275,329172.090056013,301270.43376711,502459.746571461,74123.2015480649,116017.682239733,114965.760131836,766658.315874579,901908.749182603,1344369.6026558,205292.217357533,206356.117977248,334473.5504063,106531.488397625,337343.815913083,1318074.41308594,624294.367861659,1216990.52873632,495601.389187929,300026.354859384,657435.377560692
3.77_103.1400m/z,103.1400109679,1,3.7688833333,0,2236.1200003846,1208.4697919913,3103.1497497558,76998.4537353512,20863.3135986322,28223.0254782597,219899.266755365,193330.082031247,74533.0880071843,46274.7940129596,34296.8620988375,465541.194222596,667870.787922215,554801.679217124,671322.830417841,154774.174427167,153536.818367914,331438.418729863,72428.1945652507,76931.2308349608,114267.153886645,44653.9512691339,150754.774921588,417566.919227054,195955.844787109,403294.902187806,244765.981933595,150790.75245513,385508.839355466
0.01_157.9196m/z,157.9195618723,1,0.0116166667,58294.7150041074,24335.529443364,22083.9798654641,21427.473058064,16404.7408104085,20789.6653463583,16278.7121962713,24926.7661256061,17099.1540089504,16760.5932914162,22110.4964171433,13025.5847867942,20603.3935919023,15549.2686747418,24613.1169240479,20386.9307460498,15324.3812226807,19406.4435126259,25098.9154663089,20607.7277280831,16954.527555977,13742.5497397366,17836.0115317215,20752.9831726769,21590.7881591054,15102.186991824,12135.2262130074,16755.10444612,19006.6567554369,12743.9253881886
4.82_163.0885m/z,163.0884723706,1,4.8234333333,0,21835.5020028365,27323.9873978446,22670.4500586306,10372628.142046,5926762.36954224,8535082.62952816,2486127.04500382,2176926.70144071,1241407.23337618,171522.409457833,171864.311791536,110116.823312244,7334576.03645765,6280891.55333018,8719840.13813449,3047221.95197655,3079795.89077094,2732019.05882027,775451.731919197,425208.765508638,923742.849421134,578377.42623907,790397.754389572,8620645.11559185,5260677.62398121,1714355.6426576,1786440.31538123,4329761.92455699,2445868.66263697
1.03_241.9958m/z,241.9958426553,1,1.0335333333,0,0,2814.5991000139,0,17510.8169116083,0,38108.1327547105,30764.617675781,32451.9743292555,8497.7551928646,13694.8306067156,2930.049803273,15059.5734138801,77803.7623176201,77448.6854059448,65157.4204518093,40589.9399748467,12116.6767615233,4469.7451171876,70585.5228102181,65800.5146339231,16081.9979140148,5807.7258300782,2765.0361558938,47056.9748375872,56103.8195201439,4091.7327110621,32184.4079951087,39311.3585189442,60998.841074507
2.93_268.1852m/z,268.185192466,1,2.9339333333,0,0,0,0,249974.370950527,1070689.77037762,2925114.24125047,3124.6709747315,638343.57422245,185152.348992348,68827.1105360083,536310.369715081,1904540.84199293,11093.325011164,80306.2644831561,12199.8239328346,50418.598284076,613796.815269889,2413678.70621602,3248.0633749203,2470.9892117109,0,173712.503012058,0,3274.7035418314,525360.140167005,139485.618453039,843112.926274416,1058039.9478122,2581930.04818495
6.64_357.1144m/z,357.1144171712,1,6.6358166667,677.0252283603,319.9736267375,0,4207.4056142352,134617.596340265,131539.557884936,308893.204570213,129149.012120868,143439.864505426,58473.6997294006,20983.0855846419,15940.6664518023,4574.6422770289,269798.04816758,146957.769556482,250043.151600736,762393.247880629,337897.691431135,4453.8508291448,121438.758642533,121623.522539216,169996.733767513,42424.4157379293,134208.910569784,60089.556353135,8046.6244331315,200867.906473889,17991.3771506767,2069.9909876341,133065.824913559
2.13_165.0772m/z,165.0771506746,1,2.1320166667,0,11513.54309991,9719.5812252418,12583.0451654612,289914.339185624,198374.76006712,512850.265285882,285410.353553874,442477.730365506,213693.252500341,105644.644879444,250266.835902429,920625.480725967,393047.690677697,384861.396438343,487744.813437786,337514.073591251,543273.867521209,973761.46582672,417267.298354295,433684.888593833,97570.4587886571,99148.4722779735,266229.769696541,402137.083591868,318905.832079055,498596.639496772,572584.372114731,734342.688377901,1379355.63787142
1.42_322.9978m/z,322.997837399,1,1.4180166667,2062.588383507,0,0.4008158674,0,19585.2424620318,20133.9795161648,36254.7498682925,157248.11275173,58780.1102286983,71056.041789479,14525.3805697806,5675.8503619632,3521.8488073431,23771.7876351299,3977.6006514743,9616.1507172551,2244.5846252442,0,22470.473284217,13966.2503435865,2092.4931953887,40435.6020838003,92227.1620895593,155883.529235419,13326.1742488896,3898.1782444265,5749.7361736911,58946.2308320744,133401.180389351,131749.654493495
8.24_385.1471m/z,385.147057573,1,8.23955,17145.4166977525,430.0284634442,909.2752380371,0,76832.3048593232,87556.5918406041,37136.5773597555,9046.3798828121,79919.5887579024,44927.3333960905,31155.7286172061,21608.3227792671,44869.641033189,52299.0325713537,33800.3746673162,28002.5784642772,173012.414720781,73527.8936579478,46467.5445991023,345955.062216555,76705.3604827959,64457.1335449847,70365.3895899335,111091.72865158,30609.9950260415,19491.9500283727,58579.6497575989,51004.8592658868,123169.67683545,110387.115421185
6.14_163.0820m/z,163.0820104189,1,6.1415333333,1643.9267578125,31540.1719958494,24638.3286596228,10761.7269390054,10660291.3914526,6665928.37366488,9979769.07579693,777262.762093018,773898.71830687,297028.306619609,245957.362388123,211341.782166926,284886.76557017,9965497.09645557,8246546.73224315,8738927.16473142,1823706.01485789,1713591.88870127,1033060.07146918,174021.858135362,84431.9672401512,454305.094657995,415166.04951438,423501.397967294,4970988.78013234,2974666.41698192,787402.845493615,1968133.72432861,2805942.61985762,1498310.09444463
1.23_337.1983m/z,337.1982830794,1,1.2312833333,0,1655.0528739861,1622.0029602051,4172.814467935,1903862.97349352,981641.733883171,1660887.47643444,1123476.80110434,1120159.04144905,782171.463359435,14888.9558627217,90759.8293093747,38079.4344365461,6211301.26706587,7294680.16784699,9131492.28368,35320.0780031546,12203.5605677231,36842.1155457233,466886.522040036,692029.275793321,20705.3678421102,51424.8587469803,79500.9308052511,2452762.84521917,2577207.98867798,2897673.7855244,385146.842139663,394397.222661732,530660.813647515
19.64_226.9904m/z,226.9903839059,1,19.644,184731.364987593,129199.960027158,127892.790842139,113351.179654586,119581.650451661,98700.4769237215,113242.752449187,93325.1265824395,104979.060729979,114487.931075105,77715.2082963154,110719.389559967,119465.675567626,125997.72307812,106816.382446288,111483.957097843,129298.858028936,106101.117446413,107428.587219369,89992.2823843644,112624.157868585,135811.833850717,117024.176961748,113498.60641238,114909.296569822,113888.504749008,114216.542148358,98942.5506319726,114061.720086366,99815.7220542337
19.74_136.1510m/z,136.1509953722,1,19.7386666667,1245086.92206814,430258.870326333,406102.9262446,409371.115340304,412142.977419263,381011.829345093,393953.48026221,394216.051270985,359278.124971759,430173.975333195,348794.744933359,402991.374304449,398795.696298836,396579.66180979,411347.995096871,412239.540323133,432844.192202471,376294.066638367,398875.698800573,416744.273058439,377432.836670575,403735.073174389,394509.202895001,416281.314274692,389499.411101302,402674.446088444,402498.923793408,385051.98696546,412979.451742765,382917.125376195
1.73_226.1041m/z,226.1040793469,1,1.7255833333,0,3191.77880296,2860.419752635,4165.4304354385,416960.753967285,265157.487969569,408885.965248067,289095.558782233,267174.434863354,159419.994388975,258508.368693282,27914.8654464088,16875.8379530315,115169.586157738,166890.454133853,147439.201191417,129974.148932193,19778.7904496286,141991.262910888,4542.2966613771,39105.0900573725,263130.00802449,34966.2460788608,71935.6044945397,139605.877325114,82584.270980844,85877.4937876239,283781.307173856,66440.9729550475,117447.986853891
1.03_105.1030m/z,105.1029903383,1,1.0335333333,0,4103.2613390861,4443.8749182508,9743.2876156956,94876.3671668855,77433.4634170895,85460.8101806647,92780.553975274,98999.1427613968,98133.6183166509,65154.6190746953,75469.36807251,143582.609921016,154523.883402692,127868.197255476,164304.306385762,120066.571672086,106416.404663085,113026.112659099,186536.699096681,138423.179129547,89825.8256705833,82415.6537639333,78710.0434389516,115038.763734561,128729.034179688,109407.024719239,137466.330071193,111075.649198249,125125.962477049
4.82_377.0848m/z,377.0847974115,1,4.8234333333,0,47.9975991816,0,0,76480.6461950311,296886.504629068,226541.416358955,16933.1227485433,25017.8190616163,18947.0036184748,26026.6202168069,597.8881291553,22073.7444119447,192422.766787504,157924.302423202,314351.124191663,181856.747529698,203646.110444778,177417.792958496,73892.6665310438,22154.1048471699,0,2660.0694274903,0,378402.173783485,308009.267502346,184474.04946141,54465.2968814099,210752.791774554,90468.4080336191
3.89_375.1804m/z,375.1803627607,1,3.8897166667,0,0,0,418.2593288768,11351.7554679506,68581.8818845167,89680.6963648862,14921.0166477218,4795.9410295602,2546.7561435412,61615.3263921549,76290.8676934994,305458.012170625,60301.2017308418,25562.1826911528,39311.5353353409,0,7380.3100698175,16977.3168641964,42356.9417190175,32365.8379041838,150.8235410446,499.6958963151,5141.9281151649,1057.3699396475,1023.8644269814,33754.4958622537,2322.013706447,9470.4101600747,105941.996173664
1.03_130.9804m/z,130.9803775735,1,1.0335333333,194281.951874454,60186.9408005766,65523.2609060712,63951.995096469,54341.0379764945,59326.3087896217,49198.9458629441,48007.3554346861,65477.4079928425,56419.3102721054,63498.9573310442,55689.6980431118,60000.5981913033,61805.3431767362,59508.3885062137,58644.0651807983,46846.5274932777,46210.1280032038,45179.7460131034,51903.4093559179,50891.3103871985,53131.7733220479,53541.2853156028,55518.4413798111,67239.3147233118,56703.4442360365,60430.3862697047,84721.1713009804,62656.367481407,43502.7688235413
1.24_319.1811m/z,319.1811398752,1,1.2422666667,0,0,2416.3815925823,0,145111.426511489,9569.3606173993,99662.3552031989,90565.5077551561,94642.4116619419,25099.1777026291,1195.6378487059,2393.4569318612,3172.2001604208,466580.6704176,503785.907849168,706903.396219426,0,3173.0768604206,1802.6983169431,28997.6158001393,81485.6657815963,2802.6639071739,9173.1067657228,36631.2941433706,158914.297796095,179852.785706113,206391.578308107,43584.9276890734,27933.3333321915,51644.5513167391
1.21_206.1139m/z,206.1138857626,1,1.2093166667,0,2283.6158055028,0,0,91152.1422271449,1579.0375976563,13851.4556884762,292506.85911447,238316.026083315,179432.649297107,16859.1322102845,8607.3863158176,10040.969024658,30493.0695495595,13764.5387650679,2915.9699707031,0,190.0825507343,1245.5256347656,11612.0722300018,22255.1414489875,23513.9618240113,33140.5729644531,9243.9414062499,33589.3797302244,20913.4602209487,13923.8519372519,89606.4823892302,98648.5231403224,117823.159737606
9.63_335.2483m/z,335.2483458579,1,9.6346166667,6412.9560970173,2748.1155522328,1317.7416816257,712.9147322083,414174.321355049,104426.152683997,16775.6385062943,58406.6931787772,157584.712564568,28971.6634840255,743220.801289578,660064.833574507,1138557.08540785,66289.3671588025,19079.2693412455,14705.292524275,125164.430197558,90065.4375304497,103542.014919758,363630.21725972,278063.296609364,284276.917727863,195740.357736714,249032.445404732,57514.1480545154,39972.9657613245,49214.5480893649,43109.8038307849,38280.8101935543,98473.3368223086
13.66_371.1094m/z,371.1093966483,1,13.6555833333,687609.841917896,1564848.55579993,1793476.14578281,2692822.25941894,1468568.86891223,766283.269641413,590170.409483477,388085.795265655,266248.959256078,725203.548257884,284727.225648817,858881.919389613,484904.561094635,206328.856353635,797459.228120932,425462.201651709,81907.8461238838,862468.710507066,498563.664163073,753451.411772579,390707.375856735,204543.426328032,223477.850226952,500760.983473653,1067869.38510867,435655.967305776,648300.859072684,762473.690666234,375906.769850892,947807.65602221
6.24_449.1388m/z,449.1388116308,1,6.2403833333,20241.4793227415,0,0,0,56.2841549685,32388.8746642426,33413.5296688054,1304634.70845678,963922.742204933,145943.072609069,1846.6754148656,19962.4318301336,14350.8849028818,16715.7745454631,12587.0234700708,4690.1929966945,9397.6657106169,23171.647993708,428.113019004,12861.870515682,113463.949070331,27315.1381621198,27238.508106413,22211.5004329858,3439.7310173484,3065.0295629542,1391.807096726,60876.5968003338,44688.0863745767,53536.2313474422
2.11_121.1262m/z,121.1262212076,1,2.11005,3814.9333732858,0,1503.3337554932,0,1352.6247558594,10517.7328491214,14244.8676971969,1417.9163818359,30171.1853027341,13189.7216123421,621.0113525391,19898.6064403565,57789.2020263673,6996.6222991944,11923.5959472655,12732.4802856448,13801.4887470285,44202.6509144557,60380.2650146487,10445.78760445,19142.5923461913,12858.36715841,7759.8789062499,9944.2672729494,9996.2753146232,12674.78706817,15922.2478027345,23110.7109399539,44000.8474747121,87680.8297119144
2.19_344.1638m/z,344.1638402244,1,2.1869333333,3832.0935020806,5.3741545383,427.1462747831,331.8804006526,143974.449310374,206972.481559917,770723.434873595,309267.052037003,683384.297032377,393685.226559172,1995.0800779544,31906.6322347222,136868.850864691,318264.304124382,623175.087079341,993633.019440281,11887.0135099968,18420.4679295923,40954.9757964064,218887.365156201,284139.571746069,5893.0329339422,13081.4456933569,38533.9931228067,97276.7013859887,195925.925567579,374383.955374715,670035.575771545,1128005.3809383,1748892.53967321
2.18_326.1478m/z,326.147775014,1,2.17595,0,169.4590911865,0,0,187332.744796142,124117.107576842,396252.067752248,238066.620910439,526827.719738406,273949.768085714,10.4271297109,5596.3482475089,14864.1218396581,135385.708764797,411707.768453326,737549.54620914,510.3936462402,794.0669276499,3312.4384000489,55687.5076532887,106925.950645869,952.325098114,0,11799.6325003212,94553.4275606833,152734.433045985,267869.832270993,554078.045040985,864021.772563232,1272360.47344447
