,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
8.75_309.1791m/z,309.1790937252,1,8.7503333333,11221.9183130693,0,97.5600103121,1158.6930543746,55962.4076462043,68437.9811248436,59738.7778449797,222951.461026968,299391.195415049,97422.3083899349,36632.9074439808,42902.9680442187,80408.8522962942,10778.4619591019,20212.9932567425,3391.1482928754,276.8881078111,6142.855175676,3670.2257589997,2008.4155591685,1197.2585220137,183754.924232692,140985.98299743,177535.614601681,46233.6278490735,13958.2540061503,41589.0919521658,150876.188849386,97244.4614335543,184771.276123661
4.92_575.1601m/z,575.1600573422,1,4.9168166667,0,139.113826959,0,0,4346.9886237188,4959.921801073,716.0547220102,91771.5236155015,70768.3292573987,75613.5490097992,71.570773081,0,0,555470.584526034,408703.546459062,585688.378370266,17994.092829625,13669.706023617,12929.7065854413,5757.3702554093,1188.5146822879,122.6244656097,3461.6081176171,6314.4011322307,3070.1659715756,6263.9454631914,528.3493741327,18776.415733336,41026.0039536756,34471.8794979694
3.99_218.0670m/z,218.0669532507,1,3.9940666667,0,0,0,224.866965939,4053.1157836915,0,0,29314.2127067295,15404.0589471937,10303.1330046438,25479.8981498431,22276.4606452931,24234.52225034,8290.6354107537,3541.6362079925,3251.1895493092,31495.5003051756,23754.7493989719,31417.4968248864,3807.3939672682,2543.9357325005,33290.7135543828,10670.8880593466,19816.6648907741,4997.513500548,1018.0211705986,3017.9230646498,74129.702114008,47275.3965301514,46023.0118602483
2.42_134.7099m/z,134.709874111,1,2.4231166667,2961.4326171874,3024.2554033283,535.631340595,1731.5700155241,0,0,0,0,200.2468414307,0,0,0,53.6142269298,0,0,2110.1531445635,6036.0418036589,0,279.5794906616,0,204.194152832,0,790.4864501953,0,0,0,0,0,0,0
19.73_174.8450m/z,174.8449513447,1,19.7308333333,43400.0547941353,43845.0004017231,40512.7742045729,43963.030894373,46136.2165544938,54160.4648071441,45524.4299663277,46752.5240722696,48433.9249896842,56614.136196651,22556.875436392,55689.6876648451,56573.2138594955,48547.8002996534,50322.8840019721,51042.683218688,47165.765679773,47460.2891459607,54022.8231120361,53036.3217592242,48009.5089924496,43480.94056616,43452.752185231,47399.6817495423,45836.7495506742,50304.9104429208,49986.3197505121,46262.1553849902,40876.0083281172,57381.3602381135
2.17_179.9560m/z,179.9559699365,1,2.1704666667,7403.3835505285,3644.7702584518,1626.2134127512,2864.8946265514,39700.9425631659,31636.4439926238,45252.8113173445,46883.1149985275,68316.4779499761,32871.9398708513,23294.1107053024,31006.2217658216,68322.6830531953,25450.5959708172,25632.8414649966,11126.033958581,46466.740300567,79001.1210356506,103286.829257879,48768.1903051283,49558.0200745933,21422.8008923812,18466.3632279611,33941.6674155162,23709.9354400116,18186.8736095607,15207.3527298057,65758.8436425481,136920.201867731,133172.146952428
3.91_166.9178m/z,166.9178067711,1,3.9061833333,0,0,0,877.3151016235,6668.6193327834,12287.8367884323,6498.0686798096,4638.7490942605,6037.8461368613,3055.8005075908,0,117.082177536,1692.8924175073,1511.5504940322,2643.1258525815,1415.4823403434,5599.1047860619,4109.9266460285,6362.314385855,3218.9890593675,2856.7860205147,259.16355896,163.1866950779,1872.3313939034,3004.101137098,2163.8123716473,4058.7155408449,1140.9002867976,5032.5516296577,6443.6461299008
5.91_147.9888m/z,147.988823342,1,5.9053833333,1659.6592480118,1137.533324854,94.047518834,153.8602415063,3.7282822259,0,0,0,0,117.8371356757,148.6792144775,0,195.4375852581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.1546630859,4706.9236510209
4.81_450.9609m/z,450.9608884886,1,4.8069666667,0,0,0,0,15716.7961043627,0,6266.5247848109,24086.9038653385,14387.7992665893,3075.280558234,0,0,0,18939.5613615026,9162.4046608425,8941.9246716126,1159.2624704715,1328.9934082031,13664.4703451841,0,7926.1721758669,3957.5701268341,3568.4051240924,1769.7124939337,17306.692555423,7979.5367431642,1593.3979633895,7231.689810377,12399.8013260398,17916.6320013624
6.96_453.1266m/z,453.1266216283,1,6.95985,0,0,0,0,4203.839005274,221.0612084607,3919.7625479692,83319.138734523,15922.6717907475,8790.5866813223,863.3535901945,0,665.2925926408,100886.32975698,71625.6135785972,40843.3009286335,543847.042549307,264435.174786079,154747.062517229,0,0,55.907382613,0,2463.9990056355,59346.9798048984,4202.3839202618,6958.0114075817,2994.2380151043,3063.9849869811,11356.0861064448
3.93_445.1308m/z,445.1308356223,1,3.9281666667,0,0,0,0,39.3582669457,124.5627325026,0,0,1325.0783778565,2413.5018885035,9861.6791312817,32965.5249323267,2155.9267118546,65599.4192431708,91661.4764563936,132517.46512469,823.3536719193,2882.9054249729,2122.6654762515,0,1661.462145321,47731.6767486511,7573.4586888605,17978.7117758506,2038.5725394669,97.5397735907,3037.3240256432,17781.5717028291,7095.3922772255,7706.3551618289
9.31_361.1248m/z,361.1248066919,1,9.31055,1676.1524318785,13372.307320966,20101.0107379547,14209.3010714659,114903.930916338,145701.910335349,144524.807807827,52797.8233035208,62682.2791854427,172155.830062547,85884.5104863167,128188.805362922,141070.150838255,104800.558252989,193063.760290396,137994.537603503,77270.1206494707,164174.179197629,162532.133860321,7019.8858032226,19696.6506958004,112627.310608791,123709.642293939,107391.717955754,89792.9834271165,130510.366447824,142404.404619314,144228.189512076,115376.125127958,138313.457316872
1.84_172.9316m/z,172.931585694,1,1.8409166667,474.6265356425,0,0,0,563.678894043,3093.1469334034,3927.0018252428,172205.244354249,270824.999142748,177738.838315617,94.1223823633,0,3351.9863889777,671.535036489,287.3510045621,0,3169.3649678431,8158.8845659959,2141.5520290941,530.7235530348,2454.5345580863,13666.7874931178,11055.0207244002,46249.720967822,6055.249804339,2415.7120346858,4057.1426963805,2585.6397531881,9801.1616701207,27211.2668870804
9.65_311.2302m/z,311.2302321306,1,9.6511,170884.304709075,0,3879.7280077937,2185.4514357802,101740.085730287,55850.0605992037,44342.6611466585,253361.246875505,268168.747178147,44294.0201469905,790060.918053304,599863.774167697,1006955.89720437,50474.0073766906,55479.7722381332,26914.155914743,138222.844842874,70012.0912062914,99472.1053923997,93160.1145980756,102727.944108744,286664.774880511,219636.778708495,262597.712502087,51624.9207413215,27343.9540739561,62311.0850823922,144238.916933513,85639.4515409646,86325.2309940097
1.06_148.9297m/z,148.9296811909,1,1.061,1458.6773999335,0,994.078299213,0,4018.1960836093,2487.4356238962,348.7527618408,22484.2459220615,26946.2046872594,8051.22007714,6886.7781405055,5027.1341212248,5573.6105980184,22207.2866096852,20383.3144073489,0,14457.0636283469,2938.5744340868,7856.4392501055,26068.3140931918,26327.8271545198,17369.5335170936,12350.3796245732,13686.0245397143,12826.6978643959,20525.3277004134,6299.3070067028,31256.2701175121,30738.3281242131,31992.1158484893
11.17_267.1634m/z,267.1633978503,1,11.1672,13546.506958008,0,114.4516059463,0,0,0,0,0,0,79.8915485032,0,0.0120112432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.09_621.4274m/z,621.4274122192,1,18.0881666667,0,936.7315050959,0,956.3594633762,859742.911009575,10675.1573869764,11571.324824494,724308.086971926,9203.6343610513,764.8072659345,303829.331746646,7786.2486533232,28790.06466696,43049.8628326653,0,4723.5372153656,914833.232336009,16788.4853593637,55438.2924081782,19858.6673433094,17398.252611368,552875.678566524,14195.2492297229,1110.1478456544,557802.472693187,8943.4976408325,32953.1946869508,499370.053326374,14940.9512140178,3378.6181555058
6.47_187.0567m/z,187.0566653007,1,6.4655666667,278.1873168945,528.2852043547,0,1224.1481896228,43206.9076385508,57405.0323097092,66754.4919091732,86960.0914764407,149594.979354859,96859.3938938125,69001.264447252,66863.7019147816,108115.434778614,17247.7463615448,14037.0850947644,13285.9013480973,0,8939.767000742,28660.9170744126,117525.463325261,117648.221145631,71137.745654607,111176.632320322,135432.339178497,110143.42097467,73044.1122713782,132852.870208741,29990.3745040892,38840.109214242,56596.206800512
11.20_363.1431m/z,363.1430681877,1,11.2001666667,9662.4959630278,461.0587063284,2818.9046275099,2576.663831786,163908.522178803,233123.425720988,36556.7430130814,171879.791264486,161702.345242103,101.9736648765,153021.821024206,196261.725397666,115912.432309109,33245.0109227751,127875.692410644,35864.6554429746,146666.845159318,214114.862067753,99675.0577778533,99321.7827086766,55044.3015767144,234539.844164001,213827.865716653,71682.9669647381,146464.788927733,97099.6057313757,104932.701695267,187680.041406125,187079.37240712,141594.354615369
4.83_194.9695m/z,194.9695291213,1,4.8289333333,0,0,0,0,1350.0115994592,1834.7071750393,191.7763005882,1918.2396941453,2775.223164307,4500.681752515,0,0,0,15868.8408817897,28250.2441126996,31090.6597716277,5551.7847625657,3840.643684849,5260.6951255798,11705.0326538086,2839.0540771485,0,1130.2424926758,0,899.7041914628,1464.065475483,1334.874008476,3537.0824731857,5462.584245366,2467.8556447717
1.29_439.0823m/z,439.0822998373,1,1.2916833333,0,275.5986641599,1047.427501171,1118.1831713548,108551.883221573,211725.720792841,192844.76805402,82527.5354011939,145034.125926785,109516.145567463,166659.135911424,67365.028206901,149801.37579558,87900.2809386399,85786.5988993967,163474.31094232,19910.7888180519,14974.5556732258,135267.531775877,101646.996535418,167841.319861669,4680.5350606229,15812.3298832531,26707.3413299997,97849.6041020768,57072.4539975369,103968.72018988,0,61416.1158354106,96979.0709412642
5.99_475.1899m/z,475.1898807042,1,5.99325,0,0,0,0,681271.137451314,495119.493611876,734706.759822742,27819.3626493569,13771.8258377436,65111.2951118758,2455.5129336576,24.249567804,0,3154.1821120673,2.3722252965,3159.5220288873,3.6676147773,0,0,3116.6145724352,12483.1857304836,30244.1094651847,6757.0064386696,33397.3443221623,1536.6494110708,522.3363871541,9917.16756898,109627.087503717,86085.6352211366,69785.611803858
4.85_427.1288m/z,427.1287878904,1,4.8509,401.6547734084,0,0,0,20033.1177240121,25314.3187447072,33137.5530142075,164.7657694074,2213.8164644206,384.3923976343,0,209.7725604624,3638.3806335996,853.3402709961,479.3446180634,0,2187.2646455435,625.1288413921,3817.3986720225,1830.8939528673,7043.3426321766,410585.594544594,219173.888494448,363939.769696755,86471.2358002653,71410.9291881858,154046.114074461,32612.3176844812,23554.2132385768,7553.660143232
5.51_367.0751m/z,367.0751347218,1,5.5099666667,450.0523247471,0,230.0300810718,0,119778.358175113,93618.5966296161,158063.329646798,6289.0188826636,4305.5666822241,7410.9379010087,9633.0294008885,10142.7250005085,7709.6218493107,5.3368473884,207.7063826701,0,27828.1303146386,43375.5862763481,46621.0277371104,1151.084379924,12472.9461066991,49853.3601486377,89559.065503778,29322.8780019264,25908.0277039623,34230.5471634044,49299.9690273033,181311.883448605,190892.038366016,164713.908026258
8.90_146.9011m/z,146.9010697191,1,8.9041166667,3159.5043688432,5271.0171172436,8537.7584741712,2490.7464763505,0,0,0,0,0,0,106.7651673327,569.4582519531,1694.990680851,0,4.4143525254,0,0,0,5742.8186035156,0,0,0,5543.1929196303,8447.4003180585,0,0,0,0,7347.6364815579,189.3649855159
1.27_341.0883m/z,341.088349581,1,1.2697166667,3891.0643733363,23174.0171276772,74772.1115711688,72816.820386758,1648337.55836927,2525045.62563859,2189981.56816413,114908.251553463,606116.439781887,154517.862484036,1982953.07472122,1826327.29112705,1495600.72619015,460429.130511984,573869.03831035,484502.912661888,282366.861148513,2092926.56316445,1264140.23283244,2575197.34583203,2258261.78068164,107252.914189719,222811.527439393,131154.903929302,1151197.00453906,908784.952470382,1052879.8717018,631505.979646066,761703.535219348,514843.469948672
1.29_209.0723m/z,209.0722803341,1,1.2916833333,0,285.9670885321,523.5200864203,470.4072537135,84936.5666918484,46264.4748901574,54028.6585576492,3514.2435850508,866.299762799,46819.3670588793,105196.77922159,101823.455934438,728858.269906509,42804.6149006906,18316.746505737,28494.8347363178,88892.3197447202,109812.473205796,125359.390074173,31376.7595913326,47536.8593036033,96047.6444430292,53199.0504304903,79754.5653441225,33861.9524939875,5808.6470665354,24986.0949558433,163647.137239691,97140.0843524929,122209.354973093
5.11_449.0771m/z,449.0771403998,1,5.1145333333,266.1068110502,0,0,0,80.4750448958,6346.7700841764,485.3457136632,135998.970857468,183234.000422988,46863.9835397689,125459.238545086,63470.989821994,17653.3575274336,4468.0081426474,5686.6515494145,5045.5790442392,60644.8544915587,66197.6444442157,45116.8604534231,82493.0512514674,70995.6074334871,49523.9026316933,24897.343388951,11218.853595817,0,0,0,49398.5826575776,9683.2581779003,23379.5392914173
8.67_146.8227m/z,146.8227146424,1,8.67345,2292.665001865,1203.8947852592,5756.443359375,5348.4379938508,0,2392.8729553223,0,0,0,652.4306640625,0,226.2099730137,0,0,0,1913.6643764004,0,959.8640766048,3514.7217927904,0,0,0,0,1943.9438476561,0,0,0,0,3399.8674801044,0
6.53_505.1439m/z,505.1439029193,1,6.5314666667,48.4261082936,0,0,0,86088.8617567372,123999.902396801,156467.04991105,891764.131178779,695876.469452672,213260.399733571,329.4850570437,0,1714.0110568268,2085.0131199147,0,825.7095624137,17574.0400321794,31683.7602034278,21794.4030474182,300.0279112446,3936.55470822,82828.527692757,30041.6023525176,1201.825601442,682.8305558064,1522.2835564218,4002.5212970278,17655.6956210803,0,6755.7052091261
14.83_132.6447m/z,132.6446557961,1,14.8343333333,18694.2563482983,11250.9270716943,6285.311049822,4663.1225191181,2497.5521060023,701.8200848354,25816.0831459444,5302.4933098202,1823.1940876848,2023.619433847,3116.6162590333,4836.6252470994,3123.965567196,3941.4352810856,6331.5659530269,2088.9909697104,2588.9479643231,1507.0230676674,3011.8939443007,5342.4286176283,13478.1574600697,402.0324182358,3028.2365752116,966.4015786465,3191.283559962,6066.6313469186,5357.3051643105,2014.6927729068,6323.1822851536,3083.8639492977
1.24_487.1729m/z,487.1729254262,1,1.2367666667,0,0,2084.9354977148,0,100610.316315385,110106.95454823,76516.4872513534,40277.5061649631,29556.4991278809,12777.0604431767,41431.694413054,28613.3869226029,26515.5227610161,0,0,703.6868896484,19804.8653456048,91931.5810687588,76261.1864589204,54309.6686847707,29204.9561368845,1885.4944238822,5453.5661167197,0,26754.1615066419,24414.4848084014,44381.9235741775,22089.1748154582,49661.0856516892,38058.5029722609
7.34_165.8619m/z,165.8618966116,1,7.3443,0,4851.5247249094,14464.3392084355,19552.642286635,0,0,0,0,0,3504.7698076885,0,0,0,0,429.8009643555,0,550.2613461466,0,0,1447.1626629358,752.0796773937,0,0,0,0,0,0,0,0,0
4.64_112.9413m/z,112.941251376,1,4.6421833333,140.8787078857,0,0,0,11117.2658041124,10893.0722966707,13559.44912599,7366.9396523291,8216.2305753386,649.7173461914,147.6175842285,1761.1639404297,265.7246921703,2017.2086786528,745.610544244,2801.6309432984,6750.0560937211,5729.400647996,6334.5205855065,0,398.2903569221,6204.8226960322,1601.5545959473,14986.7993469238,7249.8122109478,5015.1548054293,9598.0060482509,294.3820867023,0,987.2191542321
2.61_429.1021m/z,429.1021053663,1,2.6098666667,0,0,0,0,66607.9793095194,98955.0062076093,160210.803657744,0,7372.0639423373,288.168189026,219.8751119431,883.2508141699,1389.820300111,3194.6041534951,2665.8032313032,3419.5160873621,225.7610969543,2654.954988371,0,37514.2108914317,46047.395886271,0,493.8489481227,2.0148980537,1189.6283409354,128.6005554199,0,660.6894035648,4618.2543044116,2882.4417237294
15.59_101.6373m/z,101.6372987917,1,15.5924833333,1948.2348596117,1570.903029854,1339.5131210719,1169.8291929206,1292.7285559771,637.0644732424,1571.0940990194,2306.2947614037,1027.6261978547,757.6223818373,857.3448089403,591.7608757341,2623.3658714295,443.8729521364,305.2248241653,1503.9827993391,1146.4655244903,2152.1566767296,2945.4327720096,1030.034829989,826.3194538726,745.3987264521,1227.8029264527,950.7260643529,286.3791212809,420.8803969638,765.8477481845,757.9811535221,1438.6189644807,1830.7369810486
10.69_507.2702m/z,507.2701643834,1,10.6947833333,0,5672.3050878151,0,422.97201003,483051.6350775,40630.5957449666,424.7773206425,154890.110620468,91481.2346656913,900.7025160961,106467.282769116,78940.0840347114,8560.7773053513,207791.619917364,121746.300572196,0,1248748.2784045,390998.597881853,4170.8353958696,21284.5039490966,1620.2826946911,179507.039670978,37437.2492563988,7980.2793743768,68001.6182529321,108976.229099013,16832.0296781026,428634.15302865,90181.5530561728,1688.1377874054
3.04_282.1047m/z,282.1046575038,1,3.0383,107.3162935713,99.7502329308,170.5650932283,53.5491322178,320209.956998942,158982.669832835,336853.036302225,34804.6224263887,28129.8203296005,15238.1153648624,186.6381961504,7048.5015464901,417274.031495729,15963.6383999728,51813.0549021526,35433.9773730255,43422.5530114211,36707.7308119211,424151.053329118,102012.885927971,117518.341810717,40478.8086042823,13238.2962398116,124591.308208006,49184.056952884,3939.6812445942,149658.689678033,66674.5970805613,35770.0883474435,345953.708176244
6.72_571.0840m/z,571.0839542771,1,6.7181833333,5013.0670573287,0,0,0,32830.0183495726,2014.2390425034,4270.045308311,29084.7845088706,2915.684910927,2050.8982773416,1449.5146200488,0,701.798462359,5654.9734911135,4638.5545508576,8864.6563732291,29197.7307287401,2672.70554273,10193.2737465494,7947.0165398684,3368.4227137211,175314.111373074,535739.042967449,153507.436128216,0,3884.2570959543,369.8719516559,26473.103580159,33359.5941814431,5002.9634687833
5.70_119.0199m/z,119.0198991435,1,5.6966833333,0,0,111.0012798309,0,11964.5248786529,16118.2891433305,4787.0791778565,12316.7238707302,31969.81119343,22649.5685504184,20295.2721065637,23462.1812678566,28466.9676014592,6835.6336936952,1443.6112255096,6104.894360523,32059.0730096944,20020.2165927302,59568.7949041563,2102.0041656494,4640.0092181283,34224.6438677724,13969.2238664355,31829.9723158456,0,0,0,67759.7173145654,45049.3891537569,51960.9663382022
