,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
1.68_259.9891m/z,259.989101416,1,1.67615,0,0,176.2664646704,118.1463059328,9347.2241415468,0,0,0,0,0,5604.6348252569,0,0,3192.7837973204,0,286.6701591411,0,0,0,0,0,34976.0248972558,0,878.0865970485,0,0,0,7954.9171914754,0,0
12.83_132.5041m/z,132.5040756556,1,12.82615,0,0,2267.3881224292,1947.7312677301,0,3933.7472433196,1271.1616720487,0,3545.9883526349,539.7770674123,0,716.9357648701,0,0,1529.4530220648,1580.9922859294,0,5727.9196870706,992.6778199343,1181.1754536505,3928.3085229042,0,2121.8905657564,2945.546339496,0,5535.1895206857,28.376330669,0,296.9523276462,2076.433156923
5.35_211.1573m/z,211.1572860642,1,5.3452,0,0,31.4624656609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.0467834473,169.3663361019,0,8416.3653516212,9709.3930432894,17118.4680500201
12.15_467.3362m/z,467.3361557434,1,12.145,673.6082090924,0,0,0,42.824633009,0,0,5617.9121329854,2637.0492737694,0,0,0,0,0,0,0,0,0,0,202438.509371769,40493.5860257816,905.4684495198,0,0,0,0,0,1037.4918194924,0,0
9.42_257.0389m/z,257.0389359653,1,9.4204,485.7800598144,0,0,0,0,0,0,94804.3047217997,76109.1054597115,0,0,0,0,0,18.447556926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.16_357.1048m/z,357.1048140354,1,9.1567666667,252.9926986694,0,376.7984223144,0,0,592.9070203159,349.0818481445,0,6966.9350780785,0,0,0,0,0,0,0,7450.5276171466,0,0,165438.303645695,3209.6824743819,1068.7320622253,1397.1020362185,2463.1797798813,1123.920612107,0,6090.13775842,1241.2220498052,3179.7046038465,0
15.01_635.4191m/z,635.419129194,1,15.0080833333,0,26868.1677481513,0,0,0.2753035344,1785.8845196371,51.6572095843,859733.5021573,13.5610443913,0,39.5174299367,0,0,0,38.5936886908,0,0,330.8159027968,0,0,0,505.750972352,875.2584449107,0,0,1134.729020325,0,4568.1104388267,960.1518670138,0
1.19_203.0428m/z,203.0428456614,1,1.1928333333,242.4372558594,159.7408879027,0,0,0,0,0,0,0,170.2860450858,0,0,0,12860.6027509734,14367.4389820859,9078.0615539553,0,58.2978363496,0,5332.8515573974,8535.4219856361,0,303.1978880984,17.8046171523,13272.7135253117,10329.9879649008,12062.7380433078,0,0,550.6168600915
1.99_328.9393m/z,328.939311977,1,1.9947,626.9153083661,416.3941021926,752.3454298594,199.7792730223,0,1829.8625296395,105743.248351146,13282.1575146158,462.3321007861,3552.8418599436,4328.675424321,1263.8270498199,28583.0096653385,0,95.3006446576,7.4259330492,3782.517515755,3024.4910889773,7933.1350206253,532.4713736775,440.0841676122,945.5370766328,1184.5719904349,5576.0006706832,0,430.5480611633,1619.3435209167,696.8380781141,330.8073472386,2546.1879067118
8.62_217.0553m/z,217.0552988575,1,8.6185166667,0,0,0,33.784964535,0,0,0,0,0,5.6835531765,169.2369847028,0,0,0,0,0,0,0,0,0,0,138.1339395681,0,0,0,33460.5553603522,25029.5523370378,0,0,0
6.62_317.0298m/z,317.029750058,1,6.6193333333,137.8996963501,425.1280136295,364.2781582453,2696.1561850553,3281.7622019988,0,1554.9510328861,153168.538604736,19363.2945794278,6073.375004705,508.0180242979,570.7439880371,1638.5142618847,32729.0501599877,11761.898413902,28090.0032278553,270577.675928417,176138.391542502,43029.498366718,1373.3174813836,748.3192703187,12383.5711738361,0,281.4849103541,941.5822942571,0,2091.6957244873,2991.1175541743,0,7821.3901784162
3.94_350.0658m/z,350.0658084447,1,3.93915,646.9735854503,441.0748234082,266.1401138306,244.0455823199,0,0,0,11424.8132478739,2012.2382215083,6864.9763706471,247740.458724627,187497.7133809,219195.427999094,12676.7112757096,355.1766111093,769.3047545065,135.2088775204,896.6889673984,84.6718323916,2537.6048877073,1953.0101207645,2163.6438221769,2891.6063367616,2251.9832667873,11994.0215196032,0,1887.1078186035,6066.9746079036,6593.4286780305,13593.0910034691
6.89_295.0797m/z,295.0796821589,1,6.8939333333,481.2250747681,88.2524293908,0,296.4946641442,0,544.3027332139,390.8630065918,9122.6551607089,5446.1843795777,0.7177497221,0,194.4024577145,0,0,505.6819897736,0,0,0,0,5543.2705517258,509.7619044597,403175.958567544,95226.1997317602,131782.509815978,13335.1216668163,35372.3257726683,18460.7594647401,0,2929.0214806874,385.9528503418
12.77_525.3342m/z,525.3342464686,1,12.7712166667,0,3546.5733001116,0,4710.5297851563,11392.1112484495,0,0,210461.777428179,340786.05734002,1791.5004882812,1866.2849121094,0,0,0,417.4990708175,0,0,7768.6852692451,0,0,0,0,0,0,126068.06451961,78168.67798199,0,7729.3243820738,0,0
15.32_156.8376m/z,156.8376305375,1,15.3239666667,1011.1881158602,0,1515.1313781738,0,0,0,1471.7585601807,0,0,3804.8185458098,0,5341.6047928601,0,0,956.3156857409,622.7791035265,0,2113.6446838379,1629.9918351014,0,0,0,3885.5474973291,3718.3737487792,0,726.9927292781,5470.8832092285,0,0,2285.1279035794
10.77_291.1891m/z,291.1890646455,1,10.7716833333,13884.5662919348,16557.7939783741,6338.2494675352,92185.6799978831,78324.8249082089,52715.7313797956,13755.4995012837,174771.440741312,990256.960074116,7730.9760784896,102089.504511521,168930.602159598,105367.139243487,7947.6236403295,33446.8450637246,12656.2037967092,20374.010424282,21225.9939004358,36220.9104680795,10228.9906304732,9461.1067910598,119344.26526491,97792.9426378258,71205.6013495112,63396.1968595402,39281.3720257504,21102.1896452551,97036.7594748186,159005.753504886,37741.0764047748
3.81_389.0801m/z,389.0801499304,1,3.8073333333,0,79.0136453126,349.040882419,1167.7439721344,71640.9381592501,39466.489630349,57109.2060397002,10184.8739879949,0,0,0,0,950.8181413143,66.7010086393,676.3911954116,6497.2327904927,0,0,558.3142039914,2439.5538655477,433.3941569761,427.412572554,1361.1985767103,131.3992010556,819.0951843262,0,0,4240.8116230602,4446.1678893247,1773.7648574668
14.33_131.4922m/z,131.4921794005,1,14.3289166667,1360.8338952368,275.3746423963,494.7973179884,0.1223509265,912.192281787,221.2808351929,355.6035270824,2165.8998413085,429.2189778815,544.7428234205,3366.6959252334,677.4013128633,874.5715374924,200.2311994752,1324.370408661,0.1009743335,25.2221012887,263.5435690448,1005.2421826328,957.6052815943,0,431.2228236946,0,1564.7656755078,3371.2985057849,831.7505925957,1814.9461867027,480.877681183,55.6056964005,607.2211082162
5.05_135.0520m/z,135.0520189837,1,5.0486166667,316.4709777832,4429.8348233027,5765.5956747691,982.7780456543,62338.7103580234,15450.3632812501,52162.0183935126,34791.7665898495,25242.9022147821,35835.8582757354,6510.2896383132,277.4886462005,2011.4914337372,89188.014238287,70143.5260603136,63267.2102059587,143559.348701407,5803.6062251877,186162.935747338,15325.9010460042,13040.0559427863,0,5499.3884372798,33467.8188739434,48964.2564018576,14671.7970438251,0,0,671.9207763672,27262.9383033437
4.25_403.0371m/z,403.0371183896,1,4.2467333333,702.7067865261,0,236.8196601868,332.807166887,6028.0998547985,3701.9921556216,3440.3664001373,1336.0201001337,359.2110519409,0,36.530687464,0,0,0,0,9365.5542480195,0,6169.555242884,0,2394.9063654583,0,6941.0461632402,486.4148798431,8146.9216546423,64210.5449087954,29354.7187587453,72888.2372616608,5751.604370903,0,3054.662644334
10.60_474.1656m/z,474.1655504115,1,10.5959,6289.2822689622,100.5238880756,17.6192558595,1624.7489164397,20326.947122038,410.4232649644,0,1242.0190128042,6112.6654587869,186.9487884305,98351.4572861224,84140.2845189424,130.9064018321,172122.709215136,137997.595145345,1959.6835679918,25051.3297775474,13527.8922350109,315.9164414398,1639.0083387405,0,7842.6913423847,520.1396377167,457.5994230183,24576.0529067046,0,0,14120.4093243137,5013.4367104295,1169.9686959965
19.78_234.6810m/z,234.680984089,1,19.7781666667,0,0,684.6305916377,2186.4586410523,2293.2857414824,646.9517440796,840.9832399641,722.2825872139,743.2266546043,633.2077026367,0,167.9708016681,0,0,1292.4330676732,340.1504812296,0,1615.834668978,0,0,741.9104288452,0,2920.2334671021,513.3341674805,402.2072155155,0,844.9272126552,0,1277.1680603027,1104.375181419
5.69_243.1036m/z,243.1035950307,1,5.6857,0,552.2943883042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8994517489,0,0,46.430390901,5914.3294915304,13440.1629714617,0,0,0,83932.396562043,264619.274241712,385766.086300428
8.30_113.0274m/z,113.027381743,1,8.2999666667,430.0070429569,285.6153259277,0,0,1410.7338177044,0,1599.2904954198,0,0,0,77215.4162611532,0,804.219847559,1268.917602539,0,0,0,1335.1678466797,0,0,0,2499.067756743,1897.1796914841,0,12932.6088305387,0,0,1381.5774841309,1530.3756149301,1361.0476074219
9.18_251.2011m/z,251.2011207759,1,9.1787333333,0,0,0,108.2004771236,0,0,0,866.4098642983,0,145.7663435617,0,0,0,0,0,0,0,0,0,0,0,0,564.9667008371,0,42293.0241768037,6287.8015754649,12204.0690486761,0,0,0
3.73_303.0791m/z,303.0790700135,1,3.7304333333,0,181.3199748993,2427.3172217655,3957.7400667677,12437.8602447508,0,0,986.7076883127,0.3546251079,524.7647094727,0,62.9959073846,673.5209982965,110640.547421553,157045.906986127,297100.6909223,948.656194244,7.6268735463,2.4804166159,9.5579128555,279.941266348,506.7478347278,73.2044400904,68.8897450315,146.6373931948,432.9036268589,0,32940.4349692142,3854.6720672227,4261.6993916178
5.28_203.0696m/z,203.0695871967,1,5.2793,0,0,0,342.4829734206,16883.486105439,5795.7854905422,35749.7100010495,0,0,0,0,0,0,0,0,0,0,0,0,581.6809885839,0,0,0,513.8413652754,0,0,0,0,729.5082244873,1626.6161914541
1.72_185.0884m/z,185.0883968818,1,1.7200833333,1174.7246699483,728.5783142102,347.0841303919,2657.1122733023,59121.226594637,14793.488496721,5699.5661574012,3077.939672695,2790.2767612368,964.2584640015,335.7725720579,888.208831796,620.9019547882,300.1052513123,457.8935958683,580.2195992066,236.1462249756,99.3763705559,1207.4210785296,2123.7169176379,2086.2982311919,9702.7870977537,9306.9161340894,33612.7170180896,661.8541766377,412.8608036041,1055.3189000937,6027.7077502118,74678.9033100853,157819.498694442
17.63_164.9379m/z,164.9378640488,1,17.63,73.8041210721,60451.1446172141,71067.2147387449,79127.3630167162,33652.8894928523,33164.6686237252,27992.0121022602,8638.5077518148,15115.1451608682,37895.5214625811,16392.0100083624,55442.7488004412,29675.2226768894,4477.5013552491,50264.2271839393,24038.655129624,6255.3069775177,44598.9871765599,41680.3316497091,50037.4596449083,34687.5417350634,8096.2093777443,29415.0609148955,19601.9079595858,46951.8445953616,40810.2824941155,29461.0474906509,22788.7214645666,25410.8899722794,38838.8250993306
4.03_142.9893m/z,142.9893201152,1,4.0270333333,0,0,111.4958180675,0,4482.2428268307,0,0,14903.0967359594,0,0,258.1497192383,0,0,23398.8880505168,0,0,0,0,0,0,0,1950.0041362259,115.675909744,0,0,0,0,0,0,0
14.12_450.3652m/z,450.3652482563,1,14.1235833333,29198.8872480497,0,0,0,3201.239107523,0,0,12104.0300090103,0,0,50.6588383363,0,0,1764.5470237886,405.5809173584,0,837.5271563387,902.0633319735,0,0,0,0,0,0,0,0,0,0,1550.5257751759,0
19.72_446.7479m/z,446.7478844996,1,19.715,1508.292388916,3779.5309448242,0,0,6343.1095111401,3356.204339456,2573.0860595703,0,0,0,846.3965252207,6622.0968532581,0,2899.9045772346,0,1005.0776672363,547.9907586655,0,0,2925.4065614361,2603.421875,5076.4833068847,2271.7502136231,0,33.0513175105,0,0,4.1213093868,0,0
4.92_261.0727m/z,261.0727213529,1,4.9168166667,0,374.9895800903,87.2831020286,35.7962772543,0,0,0,0,0,0,383.244136741,0,0,266.5718948328,4486.906126246,9392.2599375525,60541.8236915494,42523.8196118303,56811.6416323751,2445.4815877776,4747.1003527823,14302.3217084176,0,19017.9420455916,0,0,0,8703.9399719239,27479.1915817262,5354.9823569095
12.33_403.1703m/z,403.1702579827,1,12.3317666667,0,0,251.9328685919,0,0,0,0,0,0,15.7168878001,0,0,0,0,123.312670419,546.1537544667,0,0,0,375200.336647826,0,0,0,0,0,0,110.2004664135,1444.300372204,0,279.1237696116
12.09_599.4092m/z,599.4091909148,1,12.0900666667,15751.0763385798,512409.144724279,0,3597567.39920333,54292.4936093151,14175.0211395505,4771.0773286157,7148716.59107753,26106566.6397766,422.9919578047,90053.3803839769,31964.9401543847,81483.4607846036,6670.364404852,477.9361429369,8732.0013217825,32704.6334202393,100791.909787904,9351.6800348179,78805.6640405608,27445.0459690659,66997.1823218867,32638.5689834744,8540.5886985496,5970.8713137374,8693.0197739282,3164.6904394151,71531.9329946446,15818.5453559984,8986.215467822
7.45_195.1477m/z,195.1477485759,1,7.45415,0,0,0,39.5034158796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129.5606922053,1841.547925284,3246.9251395508,0,0,0
8.55_219.0368m/z,219.0368031955,1,8.5526166667,0,0,175.8293564249,451.1408183469,0,176.9297231895,11.6007308312,34466.3964100587,49041.253486497,18221.1204673577,0,147.9565668646,0,0,232.4465156269,0,0,0,0,0,0,0,513.9820306312,0,0,48.1532069881,120.9371435826,0,0,0
5.00_203.8963m/z,203.8963310787,1,5.0046833333,0,157.2192726135,56.9607589844,0,0,0,0,0,1602.4233212179,0,0,0,0,86.4577789307,2447.8642349243,4032.1724733761,0,0,0,0,0,0,0,0,0,1143.0388008283,0,1077.8934705835,62793.3405195591,93013.5214691166
12.62_297.2538m/z,297.2537994095,1,12.6174166667,38035.3701324264,5197.4359956859,10329.2121242786,5453.5870046028,12687.1654817099,10203.133484418,11170.3962126677,7643.3720803612,23206.6358159697,7195.096446486,17955.8599594882,12278.7619666131,22252.6220826485,15913.8382350378,20151.1824318133,16620.8471339887,946890.485949605,54690.6663082628,42887.6145022453,14006.1056604479,8607.1345472484,64472.6987417757,24912.7146066773,8694.976838265,18064.8036294766,9651.8453592466,15381.835517803,224725.509890279,18754.9821164807,4925.6912026856
7.50_283.0735m/z,283.0735056896,1,7.4980833333,0,0,306.7432043762,308.9340715738,0,0,0,1275.4493936139,1140.5862731933,20.2666205229,0,130.0881046465,0,0,0,0,0,0,277.4544210694,6069.6868688416,5625.4721807656,36260.0771161146,34094.294431245,26604.9486256837,2488.4217361855,630.356786266,0,0,288.0137023926,1.2330563874
18.55_741.5618m/z,741.5617643538,1,18.5461666667,807.459596748,17700.9047490086,525.5301422096,489.4030792252,3039.0637126168,908.8732600615,14116.1361025526,51966.866857344,1660.196585407,5658.3065046857,18173.7973706177,950.1585313281,5494.7333391599,2325.3198421683,753.2483789204,486.6567760042,70053.5449804969,353.8063263806,1377.4779372467,4783.8131491829,2109.215024281,46336.8392453343,759.4257874402,256.0329921981,15114.7404072935,2305.5641459471,669.6103805552,292092.698248304,1806.5465300929,0.1397266803
14.72_565.3837m/z,565.3837018154,1,14.7237833333,0,5694.8214974424,505.8068265006,4498.9496484286,9464.0616341119,3254.561907655,0,131138.64619608,48477.6731464928,0,4756.2468917584,3063.4791708966,2375.4596417931,723.063386226,0,0,7757.816394134,963.7610953347,0,413.1579895469,1527.7824801047,16786.8471835533,2305.1954833527,0,14226.1953499574,973.3474780944,0,1792.7527448489,1492.8092560421,0
4.70_118.6886m/z,118.6885803553,1,4.6971166667,0,811.0785232407,21.0372893211,0,0,0,0,3832.1259765625,2659.789090535,1982.2722297765,0,0,0,0,0,0,0,0,0,247.132706621,3837.7446020449,5530.9848394311,0,984.1845092774,0,0,0,26.3330277899,4509.6625876736,162.8666146539
19.76_304.8426m/z,304.8426284253,1,19.7623333333,930.6002709142,1357.7613269253,3.4020608989,81.9542776091,6247.8718411612,2605.6828664058,0.9721433807,155.4772491455,0,2000.2316764005,410.9328877094,4593.9848431295,1936.3039195891,1697.8971385182,0,1074.7634539358,295.1624994617,0,1717.7480817936,2924.1520535345,1693.6309555704,335.750203398,1229.3560459161,0,307.249564926,1656.1390869876,1.7916700867,685.5591701163,2001.5758682199,1323.6503068029
6.81_267.0243m/z,267.0242856377,1,6.8060666667,0,119.8602090526,46.2663309739,0,0,1475.3361053467,0,0,0,0,0,0,0,0,0,0,0,0,0,67797.962000163,34558.5841979973,120.1792373657,315.5278258279,256.7914733887,5936.4434354189,0,2830.8237859587,0,0,0
19.72_340.6573m/z,340.657327528,1,19.715,1311.9023004844,7530.7138540896,11941.7812423771,5029.9494481325,11868.5553764505,9917.3700481208,7858.1926377311,5125.5926469783,17458.7268040633,13741.9611443325,10458.7749297102,6811.9037243727,16708.0612148137,13871.2797259302,22420.2820579163,8850.5821588822,10287.8528163493,2713.554383157,9405.9535428522,15844.9554942621,21728.1022694505,796.1957008219,13397.4982169555,10671.9072035017,12740.4694598478,17078.2573599491,13228.6356546102,7601.4248573543,18026.5998000833,17835.6672298168
17.66_166.7383m/z,166.7382607448,1,17.6616666667,0,839.0466064437,5237.7912804591,4680.2672795452,240.1734466553,2327.8740443363,1890.4766572096,128.3605194092,856.9592309584,3642.1278541479,539.9873390198,3151.2549892309,667.2545906146,0,2873.6650973566,1420.6189101813,189.5007324219,3637.5950518615,2240.2715049757,3014.3361454065,1652.3521175941,0,2204.9306793213,1511.9386786621,688.2654522411,2467.938177422,3350.6354063376,246.2807925498,2753.116859645,2699.0594353018
13.98_156.3324m/z,156.3324261279,1,13.9796333333,0,0,334.7953614028,851.0327009285,0,0,0,0,0,271.1527099609,0,0,1327.8050203312,0,552.9958086028,365.5829529261,0,495.9708498656,0,585.6454093799,321.8550760917,0,522.2556345907,754.4644892744,0,1213.1104882068,763.1538633562,0,421.3036103387,1594.041377149
16.84_100.6407m/z,100.6406608476,1,16.8403333333,2140.8733686315,777.6243096687,881.616996656,3784.2716460309,3119.0213131018,2866.4088431261,6761.109938147,1760.8582406546,2755.7862888146,3409.6051119663,1629.3274886143,3520.6396217434,5076.7205153443,2488.657376407,4680.0026224558,4969.9441407254,4316.7290124226,2243.7370228605,2647.0441122599,4908.6667414881,2189.445233251,3064.8211257968,2107.2404062293,4527.3406982421,2891.2090335458,1599.8179348224,3244.9952680455,2799.1783218383,3633.1542485118,4770.2793237824
4.13_151.1010m/z,151.1010030175,1,4.1259,1558.8770981921,6.2156620969,0,0,0,0,0,464.0356559536,264.9718184205,2672.6409821524,0,0,0,0,0,0,673.8932426482,90.6840043889,889.2281317059,0,245613.719197064,0,208.4896850586,0,257.4694122192,0,0,0,1282.8966369629,0
15.96_559.3815m/z,559.3814697262,1,15.9557833333,1506.1944579655,0,0,0,4355.5875509302,0,0,0,1.6888366076,0,0,39.5988736827,626.1382730422,0,0,512.7477957884,108415.342020583,916.1405693217,943.245508805,0,0,0,0,0,0,0,155.3727752642,0,0,896.1406758182
4.44_323.1275m/z,323.1275452795,1,4.4444666667,939.2063045979,11772.5553812562,8370.0793499906,7153.3641713022,350316.120883297,167075.648637506,285367.581073612,5975.5438584835,9398.0185466135,3381.2983549422,20854.6838412422,16418.5440114939,185.6524249278,0,1834.2464409773,1575.3427124023,21185.2694254853,10524.4257108659,8774.8625708745,126961.992102203,125234.448285231,12464.8379782428,9604.6609294592,6101.5471852515,7131.0828133439,8634.5767244865,4806.9342634503,3803.8152632087,24512.3734822004,4360.2900553859
18.58_596.3549m/z,596.3549425964,1,18.5778333333,3056.3217296328,57.0627096923,1042.0553622759,3475.3057815758,23253.903327766,766.742941449,1182.0229624392,39450.425429323,7829.7467755496,211.6658122002,78211.6237344138,1601.4391934267,1684.9957564047,400.9204673751,1478.3867039241,3010.8947819603,3051.515485249,1330.5033281677,1631.8706303559,2163.3900523546,1095.6156663253,15703.0588257458,161.6851318668,1086.192924171,1851.8178696395,1618.1592937851,89.6101128173,14503.7751476539,968.9316889024,1389.5776416107
9.40_273.0348m/z,273.0348186153,1,9.3984333333,142.5413735935,0,0,0,0,0,0,108409.126464843,102314.632290715,50.0379988288,0,0,127.19202388,254.0896763779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78_335.0865m/z,335.0865455252,1,9.7829166667,22.1771020313,146.4101407601,1988.1743255723,0,1461.9657679237,0,0,186.2068041468,1791.7887878418,0,1482.9119388064,816.051832625,2425.0227460616,1046.5260205524,1063.1803111422,485.1436449799,0,0,0,426676.921353482,11926.3143922206,6879.6097324045,0,6664.0239204323,337.8724383491,243.8994750977,0,140.9199829102,2507.4053692618,793.8918488023
5.15_319.1257m/z,319.1257183061,1,5.1474833333,0,1573.1380927486,634.501911591,1395.254636848,5028.5435760128,0,5822.3690869693,435582.078487131,267398.435525331,156732.877755165,106.1464547361,10.388953171,853.5498805581,894.703704834,878.6265910926,42.5103536385,0,0,4492.9724814498,3154.5503451405,436.1419793439,797.1284637479,0,2652.9824698847,0,1079.507904586,7162.4432595637,0,4759.2115488602,5105.9845085539
1.12_110.6154m/z,110.6154117245,1,1.1159333333,0,246.8012211944,572.2332710746,404.8291239181,185.2696883268,199.2646331787,341.4852541013,4327.5414155301,4979.4502258302,484.4285583496,0,502.1781908362,85.3950063229,0,527.8839433478,166.12789024,323.1266174316,0,45.6414794922,826.3436498689,385.0027345202,0,46.120475769,0,1511.2216016583,1873.5955310838,2762.2277409807,2652.7649078599,4801.7864265051,2613.6630483437
20.00_336.7633m/z,336.7632647456,1,19.9993333333,2784.5737349404,34663.4838054353,100861.997644161,99202.9749959905,44366.4387604735,100272.699298033,103143.64025739,49977.5522476067,124710.834278876,100979.041086374,28858.1485911811,102256.014987755,70011.700343902,34388.1379723747,102128.134028311,90177.6238348461,50145.192109819,122372.264381125,96784.0002050218,100032.487685442,110807.757800674,45192.6002292451,102795.304680821,94760.9121440789,53063.6564108143,97617.5833338414,104678.444924311,40527.3795435305,98503.9540435135,87452.9426498997
7.12_154.0739m/z,154.0739087823,1,7.1246166667,2.2942408271,0,0,0,0,0,0,0,49.3266503423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20228.2394240559,0,0,0,0,0
6.22_333.1030m/z,333.1030388128,1,6.2239166667,0,1360.1068876616,243.4097453551,2647.9236899738,105341.773075134,44712.3589804694,95935.971350776,252.22624355,809.1297982691,0,529.3910827637,0,24985.703198119,36380.1498445096,27030.9758842241,36979.6423426285,11383.5532631682,0,407.2499084473,0,1090.8476016342,530.1917453189,1131.6330610554,0,0,1580.7503967285,0,12967.0029075484,11674.5201196587,7055.0806740155
14.39_216.8444m/z,216.844403994,1,14.3920833333,0,0,3943.5847589727,9533.7811876423,0,1340.5494734302,2492.6944732666,0,0,2684.4398144273,0,3137.6627807618,76.1378920805,0,7238.5734718388,779.1438452494,0,5904.245025508,4617.3182407757,0,0,0,3151.1373291016,1716.9637149275,0,1585.3491401673,3348.9583918303,0,1625.9039916992,6090.362411499
15.67_222.9849m/z,222.9849018328,1,15.6714666667,0,103499.231836353,141752.686357816,192203.212745619,38701.6875376291,42307.5804759945,41597.6984822584,11493.1042589936,12531.0265137031,56053.4505025722,7591.9732818605,67251.2644994002,24648.2006204043,10896.3854861503,58500.1440468071,30039.4662550944,6515.3531084077,52433.5425981408,29681.6389380191,52978.954892544,42516.4638566032,0,20399.973578366,36797.176403731,81366.4946988389,28534.1660974797,53881.7063509521,48318.3608394904,29428.237107059,78942.9495537049
19.81_159.7974m/z,159.7973944537,1,19.8098333333,651.8416442871,2876.8526699132,918.390472412,0,2303.0818457079,1203.0612700934,1061.4636640682,2701.332400929,180.4418053187,618.2205200195,2567.326461792,384.235982474,559.6253575586,1772.5031460566,1431.4684839291,2079.7705828416,533.7018373436,252.1683654785,988.3110961914,544.4641479944,1022.2222442627,1427.0710011727,0,134.9830932617,787.3906420565,19.0383751632,635.1694817664,63.757058538,1021.8657207216,0
13.46_392.2373m/z,392.2373227788,1,13.4633333333,1041.7684936524,0,1376.0613513413,326.7331542969,11267.1941070557,677.9395446777,1536.281481656,0,0,0,8514.440317838,9511.4267159123,570.5252198492,0,0.2513963657,501.6988830566,55775.1373230708,13315.8516716721,0,755.3582113796,0,5015.1094293778,0,1739.4257692097,1926.5024902184,0,1752.5570107775,89421.3681269281,32812.1486527968,3044.1062041889
5.99_362.6308m/z,362.63084657,1,5.99325,0,1273.1490697371,0,577.9866197361,16399.2045564808,158.2272402023,2939.7778930664,861.6494730048,815.9992812698,1215.5828399658,0,0,0,0,0,11.8286197616,0,0,0,0,0,6171.0697634014,0,1699.0559745463,14971.2275073642,2571.7551644221,21928.9502138282,0,0,309.8796659277
6.10_216.1179m/z,216.1178971869,1,6.1031,135.2198530435,0,0,742.2472704803,343.8807067871,0,0,0,888.7626647949,0,0,3466.1137843832,1054.4357093448,0,0,0,0,0,635.0225067139,0,1111.0410614014,10733.3598426423,1838.8807067871,7499.3369674682,0,0,0,27500.0690314639,39954.9744754599,62028.6990051266
15.66_164.9499m/z,164.9498668895,1,15.6556666667,0,27388.2225718771,59343.1615833551,86417.5728776193,13760.9658577719,17091.051768304,17063.8879510587,0,432.3194682067,23035.7573481057,2851.0772275554,26663.93859697,6777.3907593545,661.6234331805,29429.6826674367,18642.5415561635,3212.292662437,20449.6319460152,11345.0813492007,22771.8101510615,16862.8413924899,4122.3524575762,5723.8272145848,12063.6170894407,24648.817532822,11615.2273262031,22931.848553605,10925.3098230591,7340.752861858,30954.4659139048
10.48_311.2104m/z,311.2103514871,1,10.47505,121384.475648367,285922.391558095,296667.26783707,334140.202900181,575184.54408349,467550.239388031,347471.599999347,556654.752850251,508366.990723858,316805.821520813,403084.668506735,662802.524141055,2672653.80706695,365872.148054328,378789.739177871,360842.616930076,1342621.85024669,533588.740684681,554598.710343025,510084.550877476,387325.040681968,929916.842698777,540225.008322052,517329.101348557,622213.884360637,381488.676417318,434772.677536779,889521.706094961,585183.94345671,434792.322763515
13.41_347.1220m/z,347.1219994653,1,13.4084166667,14718.6881628735,2775.4995984748,39744.2980990146,41421.0819607366,77809.424673834,87901.076972093,2981.4924048988,14609.7439515536,54364.3747465366,912.1655838947,97566.5294954102,130797.611320339,2256.2907323945,43567.0174596722,33320.920547193,16046.7850007153,313581.577860143,278658.581070485,130471.463339013,82193.6622659048,2220.1009751007,70784.857711418,88671.5289784746,14386.8961486815,109743.501208184,79668.6631393704,23954.779855873,51210.1583794536,114034.271058297,46386.3443488664
9.13_247.0929m/z,247.0929346335,1,9.1348,174.0991478739,41.0187911987,344.2155553168,0,941.0155764891,511.006934576,280.0516013868,55.2200782833,0,535.6857572927,634.3534133201,194.6003063534,141.9604110718,0,0,185.4828285098,0,0,56.8401908875,14674.1508482449,0,0,968.5148545473,0,110465.089714495,36671.3365684625,30256.3561929797,0,0,0
1.20_113.6513m/z,113.6513017831,1,1.2038166667,141.1581947011,1750.8628214565,345.5287584604,817.8612757786,1795.6500684428,353.8488911131,545.9249811255,161.999835968,9130.8143387326,890.6451538408,790.6084783129,745.7421264648,1477.3988015883,598.1633345633,2489.0245438103,948.9780431012,321.8794640505,1025.2729096005,1360.4277648926,11403.4289237157,1849.2235297535,260.8259529235,5341.9960599019,2270.2088660421,435.6588222581,44.3195991516,863.0583648681,2507.747453819,2453.079423519,1323.0624216493
